REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Region 6,2013,3,6344,184,94207
Region 7,2013,3,1444,98,25320
Region 8,2013,3,2517,122,57704
Region 9,2013,3,3703,214,90604
Region 10,2013,3,556,53,18817
Region 1,2013,4,1283,177,52389
Region 2,2013,4,5890,303,118278
Region 3,2013,4,3683,219,111026
Region 4,2013,4,3759,345,133564
Region 5,2013,4,3152,279,91308
Region 6,2013,4,6220,180,94546
Region 7,2013,4,1393,98,24362
Region 8,2013,4,2275,116,54440
Region 9,2013,4,4245,209,83583
Region 10,2013,4,526,52,15114
Region 1,2013,5,1191,168,54669
Region 2,2013,5,4819,301,119309
Region 3,2013,5,4053,225,117315
Region 4,2013,5,3910,348,142953
Region 5,2013,5,2976,269,93673
Region 6,2013,5,5001,185,92658
Region 7,2013,5,1282,97,22877
Region 8,2013,5,2050,113,56408
Region 9,2013,5,4001,203,87984
Region 10,2013,5,525,54,18794
Region 1,2013,6,919,169,49090
Region 2,2013,6,4164,289,113778
Region 3,2013,6,3192,220,112235
Region 4,2013,6,3466,345,140170
Region 5,2013,6,2719,272,94067
Region 6,2013,6,3856,180,88236
Region 7,2013,6,1101,94,23109
Region 8,2013,6,1805,112,57550
Region 9,2013,6,3282,195,75074
Region 10,2013,6,483,55,18777
Region 1,2013,7,801,168,50970
Region 2,2013,7,3665,284,115814
Region 3,2013,7,3311,220,116622
Region 4,2013,7,3293,349,141382
Region 5,2013,7,2437,265,91793
Region 6,2013,7,3229,181,86879
Region 7,2013,7,811,94,22076
Region 8,2013,7,1473,115,55242
Region 9,2013,7,2929,198,73018
Region 10,2013,7,372,52,17433
Region 1,2013,8,657,169,46197
Region 2,2013,8,3982,308,116875
Region 3,2013,8,3197,216,115446
Region 4,2013,8,3135,344,141747
Region 5,2013,8,2182,270,89608
Region 6,2013,8,2815,175,84693
Region 7,2013,8,622,91,19047
Region 8,2013,8,1285,116,55308
Region 9,2013,8,2329,200,69443
Region 10,2013,8,315,51,16728
Region 1,2013,9,658,165,51304
Region 2,2013,9,3485,307,121437
Region 3,2013,9,3203,218,118891
Region 4,2013,9,3010,323,135502
Region 5,2013,9,2208,263,91327
Region 6,2013,9,2755,175,87127
Region 7,2013,9,479,87,19019
Region 8,2013,9,1120,110,54167
Region 9,2013,9,2087,195,65968
Region 10,2013,9,226,50,17496
Region 1,2013,10,600,165,47846
Region 2,2013,10,3430,301,116155
Region 3,2013,10,3196,212,107508
Region 4,2013,10,3299,335,134664
Region 5,2013,10,1964,266,87465
Region 6,2013,10,2744,169,86952
Region 7,2013,10,456,86,20376
Region 8,2013,10,980,111,55364
Region 9,2013,10,2004,192,64767
Region 10,2013,10,156,47,16639
Region 1,2013,11,594,166,49002
Region 2,2013,11,3217,299,117324
Region 3,2013,11,2953,207,108708
Region 4,2013,11,3125,329,135254
Region 5,2013,11,2005,257,81778
Region 6,2013,11,2350,164,73864
Region 7,2013,11,360,84,18950
Region 8,2013,11,914,108,53711
Region 9,2013,11,1695,184,60808
Region 10,2013,11,179,48,15660
Region 1,2013,12,550,163,48302
Region 2,2013,12,2870,283,112385
Region 3,2013,12,2623,202,110355
Region 4,2013,12,2740,323,141054
Region 5,2013,12,1787,261,84477
Region 6,2013,12,2189,167,83789
Region 7,2013,12,277,84,16714
Region 8,2013,12,702,116,54966
Region 9,2013,12,1388,179,56027
Region 10,2013,12,128,47,15380
Region 1,2013,13,616,160,49994
Region 2,2013,13,2479,277,108756
Region 3,2013,13,2346,200,104346
Region 4,2013,13,2440,321,137390
Region 5,2013,13,1565,259,82023
Region 6,2013,13,2079,168,83332
Region 7,2013,13,245,81,17177
Region 8,2013,13,639,115,52257
Region 9,2013,13,1196,183,55257
Region 10,2013,13,109,47,13744
Region 1,2013,14,658,156,52091
Region 2,2013,14,2230,272,110582
Region 3,2013,14,1978,198,102745
Region 4,2013,14,2092,322,134457
Region 5,2013,14,1456,255,83873
Region 6,2013,14,1947,163,80692
Region 7,2013,14,196,77,18009
Region 8,2013,14,598,111,50208
Region 9,2013,14,1022,171,54895
Region 10,2013,14,96,44,14329
Region 1,2013,15,678,152,51650
Region 2,2013,15,1937,270,114782
Region 3,2013,15,1762,192,108591
Region 4,2013,15,1686,313,136027
Region 5,2013,15,1242,254,85136
Region 6,2013,15,1759,160,83873
Region 7,2013,15,177,74,17329
Region 8,2013,15,502,112,49730
Region 9,2013,15,1013,173,61169
Region 10,2013,15,62,42,14296
Region 1,2013,16,458,150,42590
Region 2,2013,16,1901,265,113772
Region 3,2013,16,1219,195,105544
Region 4,2013,16,1313,312,126592
Region 5,2013,16,1156,254,84646
Region 6,2013,16,1612,158,83409
Region 7,2013,16,148,76,17533
Region 8,2013,16,464,113,50063
Region 9,2013,16,852,165,56618
Region 10,2013,16,65,44,13648
Region 1,2013,17,390,144,48087
Region 2,2013,17,1771,259,111107
Region 3,2013,17,1127,187,101707
Region 4,2013,17,1100,304,127306
Region 5,2013,17,1063,255,86054
Region 6,2013,17,1547,161,82315
Region 7,2013,17,165,74,17443
Region 8,2013,17,481,111,51488
Region 9,2013,17,884,172,60128
Region 10,2013,17,61,44,14665
Region 1,2013,18,390,148,48194
Region 2,2013,18,1792,258,113254
Region 3,2013,18,1067,183,99704
Region 4,2013,18,868,289,105693
Region 5,2013,18,922,252,82115
Region 6,2013,18,1395,154,78835
Region 7,2013,18,141,74,17464
Region 8,2013,18,496,109,51734
Region 9,2013,18,857,167,57314
Region 10,2013,18,58,41,13341
Region 1,2013,19,343,141,46388
Region 2,2013,19,1724,253,113172
Region 3,2013,19,978,187,97642
Region 4,2013,19,891,282,98227
Region 5,2013,19,927,238,79506
Region 6,2013,19,1478,150,77053
Region 7,2013,19,118,71,16690
Region 8,2013,19,452,107,50430
Region 9,2013,19,768,167,55730
Region 10,2013,19,25,34,12292
Region 1,2013,20,274,130,42855
Region 2,2013,20,1680,257,113743
Region 3,2013,20,832,178,90053
Region 4,2013,20,873,272,94123
Region 5,2013,20,855,234,70192
Region 6,2013,20,1505,150,80372
Region 7,2013,20,92,68,15700
Region 8,2013,20,394,105,51086
Region 9,2013,20,776,155,53194
Region 10,2013,20,36,33,11796
Region 1,2013,21,248,118,40272
Region 2,2013,21,1510,250,107594
Region 3,2013,21,809,163,82146
Region 4,2013,21,828,253,86945
Region 5,2013,21,757,218,68724
Region 6,2013,21,1250,142,72263
Region 7,2013,21,98,62,12034
Region 8,2013,21,389,103,47456
Region 9,2013,21,656,146,51766
Region 10,2013,21,44,34,12138
Region 1,2013,22,216,116,33958
Region 2,2013,22,1480,256,102135
Region 3,2013,22,817,161,82326
Region 4,2013,22,702,248,84176
Region 5,2013,22,772,215,59522
Region 6,2013,22,1134,141,69244
Region 7,2013,22,83,61,11228
Region 8,2013,22,400,103,43769
Region 9,2013,22,562,153,45389
Region 10,2013,22,24,32,9781
Region 1,2013,23,215,105,38597
Region 2,2013,23,1349,256,106237
Region 3,2013,23,708,159,79742
Region 4,2013,23,520,217,79832
Region 5,2013,23,813,207,66604
Region 6,2013,23,1001,135,70380
Region 7,2013,23,20,60,9479
Region 8,2013,23,350,101,47087
Region 9,2013,23,628,152,49999
Region 10,2013,23,34,29,10918
Region 1,2013,24,248,105,38356
Region 2,2013,24,1401,256,104315
Region 3,2013,24,713,149,74450
Region 4,2013,24,583,238,83252
Region 5,2013,24,687,208,57991
Region 6,2013,24,947,132,72200
Region 7,2013,24,16,57,9011
Region 8,2013,24,334,103,46697
Region 9,2013,24,578,143,44604
Region 10,2013,24,32,28,10262
Region 1,2013,25,197,103,36056
Region 2,2013,25,1363,255,106584
Region 3,2013,25,711,158,84008
Region 4,2013,25,499,235,79532
Region 5,2013,25,688,205,62890
Region 6,2013,25,1101,137,71492
Region 7,2013,25,22,54,8749
Region 8,2013,25,305,84,42380
Region 9,2013,25,565,145,46004
Region 10,2013,25,23,29,8948
Region 1,2013,26,210,100,36964
Region 2,2013,26,1217,245,104890
Region 3,2013,26,621,157,78813
Region 4,2013,26,490,238,80348
Region 5,2013,26,649,206,64644
Region 6,2013,26,927,134,69126
Region 7,2013,26,12,56,8552
Region 8,2013,26,283,86,43575
Region 9,2013,26,492,142,45144
Region 10,2013,26,14,25,8352
Region 1,2013,27,174,97,29659
Region 2,2013,27,1179,240,97113
Region 3,2013,27,566,152,70362
Region 4,2013,27,461,230,72726
Region 5,2013,27,587,203,53803
Region 6,2013,27,910,132,61957
Region 7,2013,27,8,51,6554
Region 8,2013,27,217,85,37005
Region 9,2013,27,394,144,38151
Region 10,2013,27,10,23,6965
Region 1,2013,28,196,102,37789
Region 2,2013,28,1185,247,106486
Region 3,2013,28,532,150,79313
Region 4,2013,28,399,234,83639
Region 5,2013,28,622,202,65578
Region 6,2013,28,896,129,66912
Region 7,2013,28,8,52,8172
Region 8,2013,28,244,82,43043
Region 9,2013,28,407,141,44084
Region 10,2013,28,21,23,8817
Region 1,2013,29,187,100,35609
Region 2,2013,29,1074,250,105794
Region 3,2013,29,517,151,76291
Region 4,2013,29,397,229,79847
Region 5,2013,29,511,196,61733
Region 6,2013,29,808,126,61767
Region 7,2013,29,11,49,7565
Region 8,2013,29,245,79,40225
Region 9,2013,29,414,137,43746
Region 10,2013,29,22,24,9297
Region 1,2013,30,166,99,36701
Region 2,2013,30,983,237,101007
Region 3,2013,30,509,149,71808
Region 4,2013,30,469,227,82168
Region 5,2013,30,533,206,65488
Region 6,2013,30,783,120,64116
Region 7,2013,30,10,47,8089
Region 8,2013,30,318,80,42480
Region 9,2013,30,444,135,44397
Region 10,2013,30,18,25,8715
Region 1,2013,31,172,99,36983
Region 2,2013,31,946,235,97911
Region 3,2013,31,463,145,60812
Region 4,2013,31,442,228,82450
Region 5,2013,31,483,194,60526
Region 6,2013,31,699,106,46679
Region 7,2013,31,8,47,6735
Region 8,2013,31,257,82,44128
Region 9,2013,31,406,129,43290
Region 10,2013,31,10,25,8103
Region 1,2013,32,173,98,32544
Region 2,2013,32,887,224,96910
Region 3,2013,32,517,145,79751
Region 4,2013,32,458,231,85057
Region 5,2013,32,450,194,63030
Region 6,2013,32,822,140,67707
Region 7,2013,32,64,43,7421
Region 8,2013,32,267,74,40359
Region 9,2013,32,419,126,42089
Region 10,2013,32,18,24,8147
Region 1,2013,33,160,98,35331
Region 2,2013,33,757,223,96279
Region 3,2013,33,572,139,76665
Region 4,2013,33,507,226,84937
Region 5,2013,33,545,190,61661
Region 6,2013,33,905,134,68533
Region 7,2013,33,55,44,8322
Region 8,2013,33,224,75,39101
Region 9,2013,33,430,123,43930
Region 10,2013,33,13,24,7774
Region 1,2013,34,164,99,36482
Region 2,2013,34,811,220,94520
Region 3,2013,34,357,128,49403
Region 4,2013,34,736,227,95419
Region 5,2013,34,520,190,67361
Region 6,2013,34,1047,139,74057
Region 7,2013,34,54,45,9662
Region 8,2013,34,223,74,40964
Region 9,2013,34,390,120,45893
Region 10,2013,34,15,23,9204
Region 1,2013,35,162,100,39891
Region 2,2013,35,807,228,97924
Region 3,2013,35,620,144,79703
Region 4,2013,35,823,222,96339
Region 5,2013,35,583,189,69409
Region 6,2013,35,1327,142,77389
Region 7,2013,35,20,42,9035
Region 8,2013,35,160,51,16376
Region 9,2013,35,537,119,45139
Region 10,2013,35,14,23,8952
Region 1,2013,36,77,91,22274
Region 2,2013,36,802,220,98479
Region 3,2013,36,894,175,94554
Region 4,2013,36,832,229,95449
Region 5,2013,36,625,198,66410
Region 6,2013,36,1543,144,72251
Region 7,2013,36,72,44,9177
Region 8,2013,36,283,73,35592
Region 9,2013,36,486,121,37503
Region 10,2013,36,12,22,7486
Region 1,2013,37,165,104,40965
Region 2,2013,37,899,222,103961
Region 3,2013,37,1007,173,88887
Region 4,2013,37,921,225,102830
Region 5,2013,37,748,198,72163
Region 6,2013,37,1792,153,79428
Region 7,2013,37,97,44,10547
Region 8,2013,37,138,44,32012
Region 9,2013,37,583,122,44135
Region 10,2013,37,24,22,9268
Region 1,2013,38,195,95,41210
Region 2,2013,38,1321,203,107258
Region 3,2013,38,1161,175,94804
Region 4,2013,38,848,215,99527
Region 5,2013,38,806,194,71068
Region 6,2013,38,1936,165,81822
Region 7,2013,38,80,41,9694
Region 8,2013,38,157,56,34433
Region 9,2013,38,576,122,42761
Region 10,2013,38,30,24,9392
Region 1,2013,39,265,97,43397
Region 2,2013,39,1565,208,110502
Region 3,2013,39,1129,178,91986
Region 4,2013,39,1040,230,102392
Region 5,2013,39,828,199,72974
Region 6,2013,39,2058,188,79741
Region 7,2013,39,143,46,40035
Region 8,2013,39,254,69,39091
Region 9,2013,39,644,124,39986
Region 10,2013,39,37,25,10984
Region 1,2013,40,368,176,59819
Region 2,2013,40,1792,222,125186
Region 3,2013,40,1289,233,117824
Region 4,2013,40,1453,322,142445
Region 5,2013,40,1230,270,107977
Region 6,2013,40,1910,235,91046
Region 7,2013,40,182,90,53575
Region 8,2013,40,408,119,53638
Region 9,2013,40,972,246,87538
Region 10,2013,40,73,47,15439
Region 1,2013,41,391,180,60690
Region 2,2013,41,1663,229,123088
Region 3,2013,41,1287,217,109661
Region 4,2013,41,1546,330,141550
Region 5,2013,41,1387,283,111718
Region 6,2013,41,2153,247,97092
Region 7,2013,41,236,91,53162
Region 8,2013,41,492,121,57938
Region 9,2013,41,1192,247,89122
Region 10,2013,41,73,45,16277
Region 1,2013,42,421,179,57316
Region 2,2013,42,1767,239,121366
Region 3,2013,42,1412,234,114582
Region 4,2013,42,1705,330,142161
Region 5,2013,42,1381,280,111033
Region 6,2013,42,2135,246,90860
Region 7,2013,42,217,96,54509
Region 8,2013,42,391,118,54295
Region 9,2013,42,1140,246,85648
Region 10,2013,42,89,50,16246
Region 1,2013,43,391,171,56884
Region 2,2013,43,2025,239,125930
Region 3,2013,43,1559,235,117629
Region 4,2013,43,2107,328,144735
Region 5,2013,43,1512,285,112030
Region 6,2013,43,2393,250,98990
Region 7,2013,43,276,93,56159
Region 8,2013,43,538,123,59300
Region 9,2013,43,1154,251,89959
Region 10,2013,43,81,52,16301
Region 1,2013,44,403,167,55747
Region 2,2013,44,2093,244,123504
Region 3,2013,44,1559,238,116848
Region 4,2013,44,2208,330,143178
Region 5,2013,44,1575,287,111086
Region 6,2013,44,2362,248,94342
Region 7,2013,44,268,90,53411
Region 8,2013,44,647,114,71138
Region 9,2013,44,1302,259,89120
Region 10,2013,44,85,51,16163
Region 1,2013,45,434,166,55998
Region 2,2013,45,2129,246,121490
Region 3,2013,45,1577,233,118106
Region 4,2013,45,2605,332,146830
Region 5,2013,45,1603,282,110203
Region 6,2013,45,2574,226,90154
Region 7,2013,45,290,92,55026
Region 8,2013,45,697,120,73978
Region 9,2013,45,1524,268,90752
Region 10,2013,45,65,52,16308
Region 1,2013,46,440,171,55413
Region 2,2013,46,2135,243,121035
Region 3,2013,46,1677,238,116428
Region 4,2013,46,2622,336,144505
Region 5,2013,46,1597,288,110916
Region 6,2013,46,3152,249,99368
Region 7,2013,46,243,92,51839
Region 8,2013,46,597,118,68545
Region 9,2013,46,1381,267,85397
Region 10,2013,46,83,52,15541
Region 1,2013,47,385,160,54301
Region 2,2013,47,2277,242,119021
Region 3,2013,47,1720,235,117589
Region 4,2013,47,3053,330,152052
Region 5,2013,47,1582,289,105822
Region 6,2013,47,3353,236,97614
Region 7,2013,47,290,91,49916
Region 8,2013,47,953,119,74943
Region 9,2013,47,1484,262,89509
Region 10,2013,47,71,48,14644
Region 1,2013,48,335,165,35927
Region 2,2013,48,2276,258,101059
Region 3,2013,48,1600,234,90957
Region 4,2013,48,2652,326,106521
Region 5,2013,48,1527,286,76844
Region 6,2013,48,3180,247,76959
Region 7,2013,48,220,92,38650
Region 8,2013,48,894,120,65805
Region 9,2013,48,1222,261,62686
Region 10,2013,48,69,53,10518
Region 1,2013,49,440,162,53511
Region 2,2013,49,2978,263,129728
Region 3,2013,49,2094,240,118622
Region 4,2013,49,4021,328,144312
Region 5,2013,49,2009,290,104733
Region 6,2013,49,4463,245,96723
Region 7,2013,49,342,95,52074
Region 8,2013,49,860,119,52328
Region 9,2013,49,1621,261,88253
Region 10,2013,49,92,52,14380
Region 1,2013,50,509,155,49366
Region 2,2013,50,2695,257,116051
Region 3,2013,50,1996,244,106265
Region 4,2013,50,3778,330,134521
Region 5,2013,50,2011,290,96284
Region 6,2013,50,5145,250,96266
Region 7,2013,50,395,94,49192
Region 8,2013,50,967,119,55812
Region 9,2013,50,1773,263,84826
Region 10,2013,50,129,52,14068
Region 1,2013,51,527,157,46193
Region 2,2013,51,3088,246,117606
Region 3,2013,51,2521,235,109514
Region 4,2013,51,4641,327,126755
Region 5,2013,51,2509,290,99844
Region 6,2013,51,6695,239,97027
Region 7,2013,51,640,94,47082
Region 8,2013,51,1731,112,75970
Region 9,2013,51,2127,258,82835
Region 10,2013,51,218,51,12065
Region 1,2013,52,513,164,29548
Region 2,2013,52,3434,248,101968
Region 3,2013,52,3254,233,98579
Region 4,2013,52,4531,318,91106
Region 5,2013,52,2836,291,70265
Region 6,2013,52,7431,242,80603
Region 7,2013,52,746,93,32419
Region 8,2013,52,1700,116,44248
Region 9,2013,52,2161,250,58333
Region 10,2013,52,382,52,8079
Region 1,2014,1,509,158,29176
Region 2,2014,1,3356,248,95902
Region 3,2014,1,3981,240,106585
Region 4,2014,1,4767,334,112563
Region 5,2014,1,2994,290,76934
Region 6,2014,1,7727,247,93439
Region 7,2014,1,824,93,39270
Region 8,2014,1,1481,117,49107
Region 9,2014,1,2536,257,67849
Region 10,2014,1,479,49,9599
Region 1,2014,2,689,162,48437
Region 2,2014,2,3416,250,119648
Region 3,2014,2,4281,242,114939
Region 4,2014,2,4285,332,132717
Region 5,2014,2,2760,306,89499
Region 6,2014,2,6658,244,96633
Region 7,2014,2,778,93,46034
Region 8,2014,2,1575,120,59185
Region 9,2014,2,3129,259,90477
Region 10,2014,2,576,51,14774
Region 1,2014,3,861,158,49402
Region 2,2014,3,3862,250,123756
Region 3,2014,3,4907,240,118115
Region 4,2014,3,4133,337,141948
Region 5,2014,3,2886,300,107799
Region 6,2014,3,5693,238,98976
Region 7,2014,3,914,93,50290
Region 8,2014,3,1389,120,58552
Region 9,2014,3,3298,262,92034
Region 10,2014,3,427,51,14425
Region 1,2014,4,889,160,47355
Region 2,2014,4,3322,253,109616
Region 3,2014,4,4364,244,106138
Region 4,2014,4,3795,336,126563
Region 5,2014,4,2701,304,100136
Region 6,2014,4,4681,240,91694
Region 7,2014,4,845,94,49302
Region 8,2014,4,1249,120,56094
Region 9,2014,4,3333,258,86587
Region 10,2014,4,323,53,13443
Region 1,2014,5,1004,163,55050
Region 2,2014,5,3293,255,116882
Region 3,2014,5,3770,242,111957
Region 4,2014,5,3256,329,125648
Region 5,2014,5,2264,305,99468
Region 6,2014,5,4550,249,94633
Region 7,2014,5,787,91,46911
Region 8,2014,5,1080,119,55858
Region 9,2014,5,3226,250,93786
Region 10,2014,5,254,48,13533
Region 1,2014,6,1036,162,49478
Region 2,2014,6,3286,260,117054
Region 3,2014,6,3214,232,106144
Region 4,2014,6,2911,323,127727
Region 5,2014,6,2105,308,102376
Region 6,2014,6,3946,250,96581
Region 7,2014,6,529,91,45872
Region 8,2014,6,1034,120,55475
Region 9,2014,6,2810,255,90576
Region 10,2014,6,214,50,12961
Region 1,2014,7,868,165,51617
Region 2,2014,7,2791,255,109795
Region 3,2014,7,2956,241,105158
Region 4,2014,7,2169,319,106077
Region 5,2014,7,2052,296,105345
Region 6,2014,7,3363,234,92324
Region 7,2014,7,470,93,48624
Region 8,2014,7,922,118,55787
Region 9,2014,7,2437,249,89434
Region 10,2014,7,167,48,13179
Region 1,2014,8,702,164,45718
Region 2,2014,8,2657,260,117200
Region 3,2014,8,2869,242,120012
Region 4,2014,8,1990,321,127954
Region 5,2014,8,2120,299,105899
Region 6,2014,8,3328,238,97185
Region 7,2014,8,414,90,46439
Region 8,2014,8,928,120,56747
Region 9,2014,8,2069,243,82879
Region 10,2014,8,157,48,12667
Region 1,2014,9,672,155,51941
Region 2,2014,9,2443,258,120792
Region 3,2014,9,2524,234,114527
Region 4,2014,9,1847,316,132933
Region 5,2014,9,2085,297,110392
Region 6,2014,9,2972,225,90514
Region 7,2014,9,385,87,50992
Region 8,2014,9,813,119,59424
Region 9,2014,9,2064,239,87352
Region 10,2014,9,109,48,13919
Region 1,2014,10,648,148,49685
Region 2,2014,10,2795,248,118460
Region 3,2014,10,2236,239,111069
Region 4,2014,10,1640,310,115000
Region 5,2014,10,1870,292,105701
Region 6,2014,10,2893,232,91400
Region 7,2014,10,308,89,49208
Region 8,2014,10,760,105,53016
Region 9,2014,10,1754,232,83343
Region 10,2014,10,140,49,13949
Region 1,2014,11,545,153,43939
Region 2,2014,11,3347,236,124386
Region 3,2014,11,1956,229,117368
Region 4,2014,11,1222,302,116180
Region 5,2014,11,1854,287,104385
Region 6,2014,11,2470,225,88844
Region 7,2014,11,353,82,48081
Region 8,2014,11,710,119,57600
Region 9,2014,11,1492,226,81074
Region 10,2014,11,75,45,12167
Region 1,2014,12,665,148,47863
Region 2,2014,12,4291,248,128587
Region 3,2014,12,1970,234,114951
Region 4,2014,12,1273,306,123195
Region 5,2014,12,1731,287,104832
Region 6,2014,12,2551,225,91701
Region 7,2014,12,255,86,43453
Region 8,2014,12,645,117,57363
Region 9,2014,12,1452,229,80009
Region 10,2014,12,93,42,11420
Region 1,2014,13,650,143,49534
Region 2,2014,13,4809,244,134544
Region 3,2014,13,1865,218,106279
Region 4,2014,13,1206,305,128828
Region 5,2014,13,1789,284,105887
Region 6,2014,13,2311,221,85940
Region 7,2014,13,196,86,48527
Region 8,2014,13,571,116,56152
Region 9,2014,13,1193,227,79003
Region 10,2014,13,71,43,10439
Region 1,2014,14,825,151,51407
Region 2,2014,14,4623,239,131921
Region 3,2014,14,1965,215,110108
Region 4,2014,14,1126,305,123625
Region 5,2014,14,1781,281,108468
Region 6,2014,14,2313,219,89028
Region 7,2014,14,230,79,46453
Region 8,2014,14,575,114,53620
Region 9,2014,14,1094,222,71389
Region 10,2014,14,105,41,11844
Region 1,2014,15,976,157,52977
Region 2,2014,15,4235,234,130136
Region 3,2014,15,1880,214,112125
Region 4,2014,15,1014,298,125360
Region 5,2014,15,1731,277,109956
Region 6,2014,15,2423,220,90580
Region 7,2014,15,188,79,47436
Region 8,2014,15,545,108,54428
Region 9,2014,15,1125,216,74505
Region 10,2014,15,89,42,12204
Region 1,2014,16,789,148,50443
Region 2,2014,16,2964,235,117383
Region 3,2014,16,1447,212,107847
Region 4,2014,16,995,297,124360
Region 5,2014,16,1480,264,102879
Region 6,2014,16,2195,217,89005
Region 7,2014,16,167,77,46393
Region 8,2014,16,462,111,52554
Region 9,2014,16,1123,210,70835
Region 10,2014,16,101,39,11402
Region 1,2014,17,629,151,44949
Region 2,2014,17,2430,241,123400
Region 3,2014,17,1384,207,108209
Region 4,2014,17,967,282,123221
Region 5,2014,17,1541,263,104758
Region 6,2014,17,2053,214,88541
Region 7,2014,17,176,75,45368
Region 8,2014,17,514,100,49216
Region 9,2014,17,1010,201,71038
Region 10,2014,17,110,37,11892
Region 1,2014,18,514,142,49417
Region 2,2014,18,2048,239,121768
Region 3,2014,18,1298,201,102840
Region 4,2014,18,865,282,119830
Region 5,2014,18,1446,261,103556
Region 6,2014,18,1771,208,88017
Region 7,2014,18,144,72,46141
Region 8,2014,18,471,110,53238
Region 9,2014,18,1012,195,69113
Region 10,2014,18,79,36,12219
Region 1,2014,19,490,136,47170
Region 2,2014,19,2190,240,128000
Region 3,2014,19,1286,195,102529
Region 4,2014,19,851,277,116406
Region 5,2014,19,1502,256,96790
Region 6,2014,19,1813,210,89416
Region 7,2014,19,142,67,44271
Region 8,2014,19,398,104,33491
Region 9,2014,19,1001,192,68091
Region 10,2014,19,102,37,11670
Region 1,2014,20,390,126,43223
Region 2,2014,20,2074,231,129282
Region 3,2014,20,1192,189,98156
Region 4,2014,20,682,260,107321
Region 5,2014,20,1239,252,90949
Region 6,2014,20,1848,214,85619
Region 7,2014,20,110,64,41405
Region 8,2014,20,388,105,34829
Region 9,2014,20,1022,187,67315
Region 10,2014,20,88,32,9950
Region 1,2014,21,289,111,42528
Region 2,2014,21,1916,229,122517
Region 3,2014,21,1319,194,107732
Region 4,2014,21,746,234,94165
Region 5,2014,21,1178,228,82395
Region 6,2014,21,1797,197,81743
Region 7,2014,21,100,62,40274
Region 8,2014,21,386,104,33645
Region 9,2014,21,1013,181,65705
Region 10,2014,21,53,30,8691
Region 1,2014,22,222,102,33764
Region 2,2014,22,1751,221,111376
Region 3,2014,22,1155,185,97529
Region 4,2014,22,691,252,100180
Region 5,2014,22,923,230,76681
Region 6,2014,22,1602,202,74297
Region 7,2014,22,109,59,35544
Region 8,2014,22,322,98,29837
Region 9,2014,22,856,178,58104
Region 10,2014,22,27,27,7270
Region 1,2014,23,273,99,37513
Region 2,2014,23,1764,220,114493
Region 3,2014,23,1087,184,100120
Region 4,2014,23,686,243,98459
Region 5,2014,23,1002,217,83919
Region 6,2014,23,1454,192,75387
Region 7,2014,23,57,53,35702
Region 8,2014,23,50,70,18543
Region 9,2014,23,829,161,60237
Region 10,2014,23,27,22,6770
Region 1,2014,24,236,100,38797
Region 2,2014,24,1622,211,114388
Region 3,2014,24,986,182,99582
Region 4,2014,24,591,236,94025
Region 5,2014,24,876,202,77368
Region 6,2014,24,1340,195,77805
Region 7,2014,24,54,55,36255
Region 8,2014,24,259,98,31351
Region 9,2014,24,796,162,59348
Region 10,2014,24,23,20,6314
Region 1,2014,25,224,100,37940
Region 2,2014,25,1864,214,115565
Region 3,2014,25,950,174,96271
Region 4,2014,25,462,216,75488
Region 5,2014,25,853,203,78169
Region 6,2014,25,1197,197,79202
Region 7,2014,25,69,51,34357
Region 8,2014,25,47,56,13591
Region 9,2014,25,684,163,58235
Region 10,2014,25,19,18,4922
Region 1,2014,26,233,98,36127
Region 2,2014,26,1724,213,115255
Region 3,2014,26,847,173,97333
Region 4,2014,26,456,217,76222
Region 5,2014,26,646,190,69933
Region 6,2014,26,1133,187,68710
Region 7,2014,26,39,48,33995
Region 8,2014,26,230,95,31258
Region 9,2014,26,717,172,62404
Region 10,2014,26,13,18,4826
Region 1,2014,27,216,94,29425
Region 2,2014,27,1439,211,105615
Region 3,2014,27,842,167,84047
Region 4,2014,27,436,224,76610
Region 5,2014,27,504,174,62236
Region 6,2014,27,1033,184,68559
Region 7,2014,27,45,49,28554
Region 8,2014,27,207,95,26617
Region 9,2014,27,620,174,52982
Region 10,2014,27,10,16,3404
Region 1,2014,28,171,89,35355
Region 2,2014,28,1512,214,115289
Region 3,2014,28,751,169,89177
Region 4,2014,28,402,223,86312
Region 5,2014,28,495,173,68130
Region 6,2014,28,1091,185,75209
Region 7,2014,28,51,50,34721
Region 8,2014,28,189,95,30847
Region 9,2014,28,619,179,61892
Region 10,2014,28,14,17,4184
Region 1,2014,29,181,93,35147
Region 2,2014,29,1481,212,115597
Region 3,2014,29,699,165,89552
Region 4,2014,29,405,221,82655
Region 5,2014,29,454,171,69784
Region 6,2014,29,1022,179,72796
Region 7,2014,29,52,52,33388
Region 8,2014,29,153,94,28574
Region 9,2014,29,622,172,60341
Region 10,2014,29,14,17,4471
Region 1,2014,30,188,95,35454
Region 2,2014,30,1287,211,113624
Region 3,2014,30,636,160,86081
Region 4,2014,30,442,219,83874
Region 5,2014,30,447,171,70566
Region 6,2014,30,936,185,76568
Region 7,2014,30,52,51,33413
Region 8,2014,30,229,93,29297
Region 9,2014,30,542,172,59617
Region 10,2014,30,6,15,3320
Region 1,2014,31,168,93,34703
Region 2,2014,31,1424,211,113281
Region 3,2014,31,673,161,88458
Region 4,2014,31,402,226,90416
