REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Region 7,2011,27,10,57,8193
Region 8,2011,27,104,65,26480
Region 9,2011,27,479,181,45655
Region 10,2011,27,50,28,7130
Region 1,2011,28,203,96,36432
Region 2,2011,28,740,102,94268
Region 3,2011,28,542,149,81526
Region 4,2011,28,684,262,96153
Region 5,2011,28,328,188,60270
Region 6,2011,28,553,96,55101
Region 7,2011,28,8,56,9637
Region 8,2011,28,86,62,32614
Region 9,2011,28,533,182,52958
Region 10,2011,28,44,27,7387
Region 1,2011,29,207,95,36206
Region 2,2011,29,640,102,93629
Region 3,2011,29,525,148,80936
Region 4,2011,29,686,258,94804
Region 5,2011,29,418,187,58998
Region 6,2011,29,499,96,54907
Region 7,2011,29,18,56,8610
Region 8,2011,29,110,58,30780
Region 9,2011,29,450,175,51398
Region 10,2011,29,44,28,7743
Region 1,2011,30,188,92,35367
Region 2,2011,30,692,102,95543
Region 3,2011,30,513,142,75656
Region 4,2011,30,629,248,94854
Region 5,2011,30,416,181,59406
Region 6,2011,30,515,94,54565
Region 7,2011,30,19,57,9274
Region 8,2011,30,104,60,31388
Region 9,2011,30,424,174,50736
Region 10,2011,30,38,29,7473
Region 1,2011,31,183,91,37024
Region 2,2011,31,651,102,90242
Region 3,2011,31,494,138,80026
Region 4,2011,31,570,252,85948
Region 5,2011,31,438,182,52393
Region 6,2011,31,479,92,53818
Region 7,2011,31,11,51,7991
Region 8,2011,31,126,68,35165
Region 9,2011,31,222,169,46414
Region 10,2011,31,28,30,7611
Region 1,2011,32,194,92,37485
Region 2,2011,32,675,101,89265
Region 3,2011,32,507,149,83622
Region 4,2011,32,719,253,93321
Region 5,2011,32,394,178,59132
Region 6,2011,32,470,76,53175
Region 7,2011,32,12,55,9093
Region 8,2011,32,109,66,36095
Region 9,2011,32,402,176,52839
Region 10,2011,32,41,29,7644
Region 1,2011,33,189,90,36543
Region 2,2011,33,640,102,86593
Region 3,2011,33,565,148,84247
Region 4,2011,33,900,255,99191
Region 5,2011,33,443,182,60112
Region 6,2011,33,555,89,56449
Region 7,2011,33,8,51,9203
Region 8,2011,33,116,68,36762
Region 9,2011,33,420,176,54749
Region 10,2011,33,38,30,8126
Region 1,2011,34,184,91,38022
Region 2,2011,34,709,102,91305
Region 3,2011,34,601,143,76570
Region 4,2011,34,1078,247,105374
Region 5,2011,34,512,188,65729
Region 6,2011,34,664,94,60939
Region 7,2011,34,17,55,11111
Region 8,2011,34,129,70,38017
Region 9,2011,34,525,177,55568
Region 10,2011,34,25,28,8370
Region 1,2011,35,182,98,35460
Region 2,2011,35,661,94,90801
Region 3,2011,35,606,153,84872
Region 4,2011,35,1052,242,101923
Region 5,2011,35,552,192,64137
Region 6,2011,35,828,96,58684
Region 7,2011,35,30,54,10748
Region 8,2011,35,178,70,37534
Region 9,2011,35,557,174,55492
Region 10,2011,35,71,27,8577
Region 1,2011,36,172,96,35434
Region 2,2011,36,690,94,93209
Region 3,2011,36,682,158,85870
Region 4,2011,36,1145,238,93063
Region 5,2011,36,564,184,58684
Region 6,2011,36,808,89,49453
Region 7,2011,36,59,54,9950
Region 8,2011,36,163,70,31991
Region 9,2011,36,460,173,48483
Region 10,2011,36,70,28,8031
Region 1,2011,37,214,99,43771
Region 2,2011,37,793,96,99194
Region 3,2011,37,891,158,94305
Region 4,2011,37,1373,246,109009
Region 5,2011,37,596,194,68925
Region 6,2011,37,740,80,45714
Region 7,2011,37,103,56,11386
Region 8,2011,37,193,71,38353
Region 9,2011,37,602,170,56544
Region 10,2011,37,62,26,8686
Region 1,2011,38,214,98,44068
Region 2,2011,38,795,96,102420
Region 3,2011,38,1109,158,94943
Region 4,2011,38,1258,243,109930
Region 5,2011,38,708,192,65145
Region 6,2011,38,701,77,45464
Region 7,2011,38,56,55,11469
Region 8,2011,38,294,87,44095
Region 9,2011,38,604,168,57513
Region 10,2011,38,83,27,9487
Region 1,2011,39,273,101,45009
Region 2,2011,39,1080,96,105345
Region 3,2011,39,1263,165,108551
Region 4,2011,39,1463,238,103224
Region 5,2011,39,749,192,69441
Region 6,2011,39,770,82,48846
Region 7,2011,39,69,56,11767
Region 8,2011,39,292,85,44470
Region 9,2011,39,667,169,58014
Region 10,2011,39,82,29,10495
Region 1,2011,40,280,150,51819
Region 2,2011,40,1672,224,123192
Region 3,2011,40,1340,219,113765
Region 4,2011,40,1748,350,142175
Region 5,2011,40,1232,289,102597
Region 6,2011,40,1354,155,68522
Region 7,2011,40,223,97,25268
Region 8,2011,40,499,111,51031
Region 9,2011,40,877,207,81545
Region 10,2011,40,140,48,18268
Region 1,2011,41,401,155,50211
Region 2,2011,41,1868,223,122427
Region 3,2011,41,1424,225,115344
Region 4,2011,41,1805,347,141655
Region 5,2011,41,1213,292,105053
Region 6,2011,41,1203,152,66607
Region 7,2011,41,211,99,25605
Region 8,2011,41,528,124,56535
Region 9,2011,41,1000,214,90657
Region 10,2011,41,150,52,17893
Region 1,2011,42,381,159,56237
Region 2,2011,42,1813,216,119982
Region 3,2011,42,1414,222,119663
Region 4,2011,42,1791,361,142647
Region 5,2011,42,1206,295,101059
Region 6,2011,42,1376,162,68083
Region 7,2011,42,184,99,24987
Region 8,2011,42,515,127,57558
Region 9,2011,42,1147,211,86004
Region 10,2011,42,131,53,18775
Region 1,2011,43,432,158,56152
Region 2,2011,43,1822,213,118429
Region 3,2011,43,1508,223,116377
Region 4,2011,43,1791,360,134435
Region 5,2011,43,1190,294,102723
Region 6,2011,43,1388,153,69348
Region 7,2011,43,280,102,28461
Region 8,2011,43,537,125,56687
Region 9,2011,43,1196,215,86851
Region 10,2011,43,154,57,19377
Region 1,2011,44,450,157,56050
Region 2,2011,44,2223,221,121347
Region 3,2011,44,1546,230,114845
Region 4,2011,44,2020,349,136365
Region 5,2011,44,1301,299,102668
Region 6,2011,44,1472,164,72770
Region 7,2011,44,303,104,27835
Region 8,2011,44,592,127,55183
Region 9,2011,44,1312,218,79289
Region 10,2011,44,177,56,17982
Region 1,2011,45,471,162,58226
Region 2,2011,45,2248,221,123437
Region 3,2011,45,1681,232,117628
Region 4,2011,45,2233,371,144051
Region 5,2011,45,1255,299,100894
Region 6,2011,45,1409,153,68090
Region 7,2011,45,255,104,28409
Region 8,2011,45,600,126,55188
Region 9,2011,45,1190,224,83872
Region 10,2011,45,154,54,18044
Region 1,2011,46,391,159,59692
Region 2,2011,46,2285,211,123159
Region 3,2011,46,1661,225,116690
Region 4,2011,46,2010,355,137456
Region 5,2011,46,1235,297,101172
Region 6,2011,46,1644,156,71176
Region 7,2011,46,220,102,27961
Region 8,2011,46,617,124,56499
Region 9,2011,46,1467,219,89971
Region 10,2011,46,191,52,17818
Region 1,2011,47,335,154,38466
Region 2,2011,47,2306,210,103776
Region 3,2011,47,1487,227,98416
Region 4,2011,47,1934,367,113748
Region 5,2011,47,1146,299,76745
Region 6,2011,47,1296,154,55332
Region 7,2011,47,166,104,19581
Region 8,2011,47,580,128,45822
Region 9,2011,47,988,221,62168
Region 10,2011,47,139,54,12677
Region 1,2011,48,431,157,58157
Region 2,2011,48,2663,205,121406
Region 3,2011,48,1739,222,113792
Region 4,2011,48,1911,366,139774
Region 5,2011,48,1209,298,99020
Region 6,2011,48,1510,153,67339
Region 7,2011,48,276,105,28394
Region 8,2011,48,567,124,55608
Region 9,2011,48,981,220,80718
Region 10,2011,48,192,54,18776
Region 1,2011,49,377,152,52953
Region 2,2011,49,2746,215,122756
Region 3,2011,49,1557,227,111724
Region 4,2011,49,2003,351,121133
Region 5,2011,49,1096,294,95513
Region 6,2011,49,1206,153,58265
Region 7,2011,49,212,106,26397
Region 8,2011,49,547,125,54158
Region 9,2011,49,1307,221,75807
Region 10,2011,49,136,54,18199
Region 1,2011,50,448,158,53518
Region 2,2011,50,2731,214,122049
Region 3,2011,50,1691,218,110018
Region 4,2011,50,2129,350,119628
Region 5,2011,50,1184,286,87152
Region 6,2011,50,1454,148,63530
Region 7,2011,50,333,99,23221
Region 8,2011,50,609,124,55291
Region 9,2011,50,1379,224,79032
Region 10,2011,50,179,51,15819
Region 1,2011,51,448,161,45482
Region 2,2011,51,2775,214,113206
Region 3,2011,51,1681,218,101894
Region 4,2011,51,2270,338,102195
Region 5,2011,51,1180,280,79520
Region 6,2011,51,1380,147,58379
Region 7,2011,51,269,102,19694
Region 8,2011,51,566,123,49753
Region 9,2011,51,1230,216,61275
Region 10,2011,51,159,52,14026
Region 1,2011,52,408,151,34829
Region 2,2011,52,2657,202,104302
Region 3,2011,52,1938,221,99881
Region 4,2011,52,2424,345,92520
Region 5,2011,52,1371,280,71142
Region 6,2011,52,1297,140,52217
Region 7,2011,52,342,100,18371
Region 8,2011,52,596,119,46443
Region 9,2011,52,1147,209,50050
Region 10,2011,52,176,54,11942
Region 1,2012,1,419,161,43770
Region 2,2012,1,2636,217,116626
Region 3,2012,1,1779,224,106277
Region 4,2012,1,2067,355,116249
Region 5,2012,1,1240,288,81109
Region 6,2012,1,1445,159,63347
Region 7,2012,1,313,102,22751
Region 8,2012,1,633,121,52009
Region 9,2012,1,1291,211,61883
Region 10,2012,1,169,53,14610
Region 1,2012,2,455,158,48944
Region 2,2012,2,2140,212,117127
Region 3,2012,2,1513,220,110157
Region 4,2012,2,2229,355,138049
Region 5,2012,2,1258,289,93497
Region 6,2012,2,1384,156,64281
Region 7,2012,2,364,104,26039
Region 8,2012,2,700,124,57394
Region 9,2012,2,1357,214,75175
Region 10,2012,2,143,51,17231
Region 1,2012,3,433,157,47052
Region 2,2012,3,2221,212,113315
Region 3,2012,3,1645,223,107408
Region 4,2012,3,2347,359,132649
Region 5,2012,3,1250,286,88562
Region 6,2012,3,1455,155,64895
Region 7,2012,3,407,103,25804
Region 8,2012,3,680,124,54606
Region 9,2012,3,1346,217,77897
Region 10,2012,3,155,51,12435
Region 1,2012,4,486,155,54105
Region 2,2012,4,2155,209,116761
Region 3,2012,4,1655,223,116885
Region 4,2012,4,2612,360,143913
Region 5,2012,4,1435,287,98408
Region 6,2012,4,1642,160,70730
Region 7,2012,4,464,106,28884
Region 8,2012,4,827,123,58132
Region 9,2012,4,1719,213,78511
Region 10,2012,4,214,55,17915
Region 1,2012,5,468,155,54734
Region 2,2012,5,2158,216,117459
Region 3,2012,5,1746,219,113204
Region 4,2012,5,2872,365,144708
Region 5,2012,5,1659,276,93039
Region 6,2012,5,1710,154,71748
Region 7,2012,5,643,104,27828
Region 8,2012,5,989,123,57368
Region 9,2012,5,1961,217,77717
Region 10,2012,5,242,56,17493
Region 1,2012,6,475,157,54491
Region 2,2012,6,2131,214,118222
Region 3,2012,6,1672,218,115469
Region 4,2012,6,3013,365,146187
Region 5,2012,6,1498,274,91428
Region 6,2012,6,1936,158,73246
Region 7,2012,6,747,102,28367
Region 8,2012,6,1010,119,57376
Region 9,2012,6,1913,214,81415
Region 10,2012,6,229,54,18315
Region 1,2012,7,480,160,55161
Region 2,2012,7,2177,212,117752
Region 3,2012,7,1826,215,113993
Region 4,2012,7,3137,366,145472
Region 5,2012,7,1884,275,95722
Region 6,2012,7,2128,156,71505
Region 7,2012,7,839,104,28489
Region 8,2012,7,1081,122,57338
Region 9,2012,7,2073,218,85701
Region 10,2012,7,304,56,18060
Region 1,2012,8,449,150,44971
Region 2,2012,8,2398,213,116416
Region 3,2012,8,1740,213,114374
Region 4,2012,8,2901,366,146801
Region 5,2012,8,2163,274,95781
Region 6,2012,8,2205,158,70265
Region 7,2012,8,807,98,26749
Region 8,2012,8,1182,119,56729
Region 9,2012,8,2036,212,77642
Region 10,2012,8,256,50,17294
Region 1,2012,9,417,148,50379
Region 2,2012,9,2215,209,119186
Region 3,2012,9,1691,213,111782
Region 4,2012,9,2996,355,143219
Region 5,2012,9,2169,264,94051
Region 6,2012,9,2561,155,76908
Region 7,2012,9,917,95,27089
Region 8,2012,9,1215,120,63405
Region 9,2012,9,2030,214,83552
Region 10,2012,9,307,53,18671
Region 1,2012,10,381,153,50982
Region 2,2012,10,2207,208,121718
Region 3,2012,10,1714,215,111105
Region 4,2012,10,3056,356,133623
Region 5,2012,10,2457,252,90581
Region 6,2012,10,2087,151,64822
Region 7,2012,10,859,98,26953
Region 8,2012,10,1171,119,58782
Region 9,2012,10,1533,211,72535
Region 10,2012,10,298,53,18097
Region 1,2012,11,406,152,45381
Region 2,2012,11,2468,207,122621
Region 3,2012,11,1679,212,110577
Region 4,2012,11,3040,348,133417
Region 5,2012,11,2810,261,89752
Region 6,2012,11,2593,154,68288
Region 7,2012,11,679,100,25202
Region 8,2012,11,1324,115,55819
Region 9,2012,11,1793,217,79580
Region 10,2012,11,358,53,16933
Region 1,2012,12,473,149,49465
Region 2,2012,12,2350,200,123959
Region 3,2012,12,1610,209,116334
Region 4,2012,12,2593,344,138565
Region 5,2012,12,2174,255,91596
Region 6,2012,12,1973,152,70099
Region 7,2012,12,396,96,23383
Region 8,2012,12,940,116,55474
Region 9,2012,12,1637,207,70152
Region 10,2012,12,378,52,16552
Region 1,2012,13,358,147,51256
Region 2,2012,13,2179,196,120664
Region 3,2012,13,1439,200,111001
Region 4,2012,13,2207,341,137706
Region 5,2012,13,1531,253,90882
Region 6,2012,13,1825,146,71137
Region 7,2012,13,273,95,22358
Region 8,2012,13,858,112,51754
Region 9,2012,13,2075,214,75580
Region 10,2012,13,272,49,14741
Region 1,2012,14,438,148,50024
Region 2,2012,14,2186,193,115327
Region 3,2012,14,1305,201,105114
Region 4,2012,14,1983,338,123687
Region 5,2012,14,1464,247,84855
Region 6,2012,14,1565,139,65583
Region 7,2012,14,211,91,22671
Region 8,2012,14,694,118,51080
Region 9,2012,14,1779,204,76727
Region 10,2012,14,305,50,16740
Region 1,2012,15,456,146,49834
Region 2,2012,15,2030,194,113885
Region 3,2012,15,1238,198,109113
Region 4,2012,15,1764,331,129693
Region 5,2012,15,1306,240,86230
Region 6,2012,15,1382,142,68410
Region 7,2012,15,177,91,23645
Region 8,2012,15,641,114,51444
Region 9,2012,15,1396,201,68063
Region 10,2012,15,342,50,16885
Region 1,2012,16,381,139,42559
Region 2,2012,16,2013,189,125558
Region 3,2012,16,1214,203,114352
Region 4,2012,16,1730,331,129449
Region 5,2012,16,1184,246,89176
Region 6,2012,16,1450,146,70270
Region 7,2012,16,165,86,23189
Region 8,2012,16,566,114,53255
Region 9,2012,16,1127,197,68360
Region 10,2012,16,293,48,16312
Region 1,2012,17,322,135,47788
Region 2,2012,17,1654,192,116055
Region 3,2012,17,1145,202,110387
Region 4,2012,17,1566,324,127258
Region 5,2012,17,1113,248,88929
Region 6,2012,17,1290,135,67047
Region 7,2012,17,157,87,24188
Region 8,2012,17,563,114,52287
Region 9,2012,17,1304,192,76694
Region 10,2012,17,256,46,16139
Region 1,2012,18,269,136,47124
Region 2,2012,18,1741,171,112387
Region 3,2012,18,1124,190,99785
Region 4,2012,18,1397,291,106734
Region 5,2012,18,1059,236,80923
Region 6,2012,18,1250,136,65522
Region 7,2012,18,143,78,21460
Region 8,2012,18,447,98,45918
Region 9,2012,18,1315,183,66915
Region 10,2012,18,254,45,15881
Region 1,2012,19,301,132,44371
Region 2,2012,19,1865,168,114922
Region 3,2012,19,991,186,98194
Region 4,2012,19,1407,310,112604
Region 5,2012,19,821,223,74405
Region 6,2012,19,1175,129,62394
Region 7,2012,19,97,73,16866
Region 8,2012,19,449,109,50043
Region 9,2012,19,1278,173,66332
Region 10,2012,19,192,43,15361
Region 1,2012,20,246,120,42559
Region 2,2012,20,1737,169,113883
Region 3,2012,20,947,178,99915
Region 4,2012,20,1393,299,100294
Region 5,2012,20,746,220,71730
Region 6,2012,20,1135,132,60222
Region 7,2012,20,77,70,15076
Region 8,2012,20,441,107,48511
Region 9,2012,20,1183,169,69371
Region 10,2012,20,157,39,14786
Region 1,2012,21,253,114,41362
Region 2,2012,21,1616,167,111025
Region 3,2012,21,874,168,92513
Region 4,2012,21,1568,290,106478
Region 5,2012,21,620,198,64928
Region 6,2012,21,1228,118,64285
Region 7,2012,21,59,58,12023
Region 8,2012,21,370,104,49536
Region 9,2012,21,1167,162,60502
Region 10,2012,21,123,36,14113
Region 1,2012,22,214,115,33662
Region 2,2012,22,1509,164,107840
Region 3,2012,22,873,168,93051
Region 4,2012,22,1502,287,95625
Region 5,2012,22,646,203,58995
Region 6,2012,22,816,116,43759
Region 7,2012,22,26,56,9430
Region 8,2012,22,484,107,44952
Region 9,2012,22,981,159,51564
Region 10,2012,22,102,34,11736
Region 1,2012,23,206,112,39021
Region 2,2012,23,1493,163,108947
Region 3,2012,23,858,160,89792
Region 4,2012,23,1315,276,88604
Region 5,2012,23,604,199,62438
Region 6,2012,23,916,107,58840
Region 7,2012,23,8,48,10162
Region 8,2012,23,389,104,46696
Region 9,2012,23,890,162,64108
Region 10,2012,23,86,34,13092
Region 1,2012,24,205,104,38282
Region 2,2012,24,1451,155,107887
Region 3,2012,24,867,156,88135
Region 4,2012,24,1116,252,90901
Region 5,2012,24,472,186,60942
Region 6,2012,24,807,108,56132
Region 7,2012,24,9,51,10009
Region 8,2012,24,339,90,43410
Region 9,2012,24,796,156,56458
Region 10,2012,24,71,31,12514
Region 1,2012,25,216,104,38464
Region 2,2012,25,1530,154,106505
Region 3,2012,25,789,154,83544
Region 4,2012,25,950,268,99643
Region 5,2012,25,492,186,60491
Region 6,2012,25,832,105,57473
Region 7,2012,25,5,48,9652
Region 8,2012,25,317,87,42565
Region 9,2012,25,855,160,62645
Region 10,2012,25,62,29,11314
Region 1,2012,26,225,101,37130
Region 2,2012,26,1522,151,107844
Region 3,2012,26,735,149,78903
Region 4,2012,26,918,260,87981
Region 5,2012,26,486,184,58952
Region 6,2012,26,867,104,45533
Region 7,2012,26,6,48,7618
Region 8,2012,26,267,84,40805
Region 9,2012,26,707,153,60883
Region 10,2012,26,53,26,10731
Region 1,2012,27,185,101,29783
Region 2,2012,27,1329,151,102267
Region 3,2012,27,685,156,82117
Region 4,2012,27,925,259,83186
Region 5,2012,27,486,187,50496
Region 6,2012,27,769,101,50992
Region 7,2012,27,18,51,8522
Region 8,2012,27,238,87,38170
Region 9,2012,27,614,151,50812
Region 10,2012,27,42,27,9188
Region 1,2012,28,220,100,36725
Region 2,2012,28,1387,157,108887
Region 3,2012,28,629,149,85691
Region 4,2012,28,804,249,90367
Region 5,2012,28,517,186,61348
Region 6,2012,28,743,97,54385
Region 7,2012,28,15,48,10321
Region 8,2012,28,236,86,42272
Region 9,2012,28,594,141,57761
Region 10,2012,28,40,27,10880
Region 1,2012,29,203,99,35721
Region 2,2012,29,1206,155,103082
Region 3,2012,29,679,156,86035
Region 4,2012,29,704,242,86237
Region 5,2012,29,475,180,59768
Region 6,2012,29,739,94,56013
Region 7,2012,29,11,48,8076
Region 8,2012,29,242,81,41996
Region 9,2012,29,626,142,59124
Region 10,2012,29,46,26,10661
Region 1,2012,30,182,96,35187
Region 2,2012,30,1132,153,103764
Region 3,2012,30,686,160,89760
Region 4,2012,30,885,251,91351
Region 5,2012,30,545,195,62243
Region 6,2012,30,683,100,57282
Region 7,2012,30,14,47,7975
Region 8,2012,30,266,78,40875
Region 9,2012,30,668,143,58383
Region 10,2012,30,42,27,10668
Region 1,2012,31,182,98,34593
Region 2,2012,31,1024,137,98993
Region 3,2012,31,675,155,87223
Region 4,2012,31,852,253,90389
Region 5,2012,31,607,195,57244
Region 6,2012,31,801,103,59649
Region 7,2012,31,19,46,7633
Region 8,2012,31,252,84,42998
Region 9,2012,31,710,143,52902
Region 10,2012,31,37,26,9976
Region 1,2012,32,201,100,35339
Region 2,2012,32,986,147,104334
Region 3,2012,32,652,152,85236
Region 4,2012,32,816,258,91745
Region 5,2012,32,484,197,57465
Region 6,2012,32,853,105,61720
Region 7,2012,32,9,42,6944
Region 8,2012,32,226,82,42644
Region 9,2012,32,755,138,52236
Region 10,2012,32,44,27,10631
Region 1,2012,33,191,96,35785
Region 2,2012,33,989,139,100138
Region 3,2012,33,688,156,88423
Region 4,2012,33,999,259,100521
Region 5,2012,33,524,200,64584
Region 6,2012,33,799,100,63403
Region 7,2012,33,13,43,7652
Region 8,2012,33,285,85,44067
Region 9,2012,33,529,134,44462
Region 10,2012,33,34,26,11075
Region 1,2012,34,159,96,35539
Region 2,2012,34,1183,139,103155
Region 3,2012,34,741,159,92511
Region 4,2012,34,1215,255,110435
Region 5,2012,34,648,201,70328
Region 6,2012,34,1021,100,65561
Region 7,2012,34,54,43,9575
Region 8,2012,34,267,82,44051
Region 9,2012,34,816,137,53971
Region 10,2012,34,37,26,9269
Region 1,2012,35,182,102,39221
Region 2,2012,35,973,133,101548
Region 3,2012,35,825,156,89807
Region 4,2012,35,1198,247,107437
Region 5,2012,35,717,205,72946
Region 6,2012,35,1055,101,64250
Region 7,2012,35,59,48,10766
Region 8,2012,35,312,81,44917
Region 9,2012,35,953,139,58476
Region 10,2012,35,44,26,10986
Region 1,2012,36,196,103,35498
Region 2,2012,36,1036,139,102137
Region 3,2012,36,883,167,97731
Region 4,2012,36,1119,248,92767
Region 5,2012,36,657,194,62051
Region 6,2012,36,1023,97,59298
Region 7,2012,36,67,45,9428
Region 8,2012,36,383,83,39938
Region 9,2012,36,875,139,50611
Region 10,2012,36,57,27,9126
Region 1,2012,37,233,102,42465
Region 2,2012,37,1237,143,106861
Region 3,2012,37,1083,165,99429
Region 4,2012,37,1096,244,104184
Region 5,2012,37,860,201,76916
Region 6,2012,37,1279,100,64496
Region 7,2012,37,91,46,10897
Region 8,2012,37,407,83,45111
Region 9,2012,37,1038,140,60359
Region 10,2012,37,58,28,11396
Region 1,2012,38,231,103,43900
Region 2,2012,38,1407,139,106018
Region 3,2012,38,1229,171,106598
Region 4,2012,38,1151,249,104424
Region 5,2012,38,827,206,74362
Region 6,2012,38,1291,101,64626
Region 7,2012,38,76,48,10809
Region 8,2012,38,331,85,46935
Region 9,2012,38,1034,137,61297
Region 10,2012,38,79,29,11594
Region 1,2012,39,236,102,43762
Region 2,2012,39,1405,140,107563
Region 3,2012,39,1240,170,103159
Region 4,2012,39,1217,238,102816
Region 5,2012,39,822,211,74964
Region 6,2012,39,1324,103,66662
Region 7,2012,39,98,48,10940
Region 8,2012,39,379,80,44569
Region 9,2012,39,988,127,57841
Region 10,2012,39,98,29,11296
Region 1,2012,40,322,159,55084
Region 2,2012,40,1570,313,121416
Region 3,2012,40,1353,222,123680
Region 4,2012,40,1549,353,137431
Region 5,2012,40,1100,270,92277
Region 6,2012,40,1558,151,75027
Region 7,2012,40,254,85,23020
Region 8,2012,40,421,116,50813
Region 9,2012,40,1142,210,82494
Region 10,2012,40,126,53,18043
Region 1,2012,41,295,158,48404
Region 2,2012,41,1734,315,119914
Region 3,2012,41,1435,217,121062
Region 4,2012,41,1682,343,132139
Region 5,2012,41,1127,272,95367
Region 6,2012,41,1894,166,81432
Region 7,2012,41,255,88,22719
Region 8,2012,41,437,118,51233
Region 9,2012,41,1167,211,79938
Region 10,2012,41,132,52,17751
Region 1,2012,42,438,162,56270
Region 2,2012,42,1921,320,125033
Region 3,2012,42,1456,221,122571
Region 4,2012,42,1690,342,133416
Region 5,2012,42,1214,276,98444
Region 6,2012,42,1643,168,84214
Region 7,2012,42,323,88,22827
Region 8,2012,42,446,118,50535
Region 9,2012,42,1310,217,85981
Region 10,2012,42,144,56,18153
Region 1,2012,43,334,161,55466
Region 2,2012,43,1989,312,126541
Region 3,2012,43,1497,223,127017
Region 4,2012,43,1842,358,141744
Region 5,2012,43,1129,273,96109
Region 6,2012,43,2026,163,79648
Region 7,2012,43,285,86,21680
Region 8,2012,43,416,118,51312
Region 9,2012,43,1267,209,80822
Region 10,2012,43,128,55,18049
Region 1,2012,44,314,160,48350
Region 2,2012,44,1584,296,96925
Region 3,2012,44,1447,218,102216
Region 4,2012,44,1987,357,138799
Region 5,2012,44,1253,268,94332
Region 6,2012,44,2100,165,80679
Region 7,2012,44,378,88,23462
Region 8,2012,44,529,116,50876
Region 9,2012,44,1297,206,81557
Region 10,2012,44,172,55,17585
Region 1,2012,45,337,166,55082
Region 2,2012,45,1656,312,111863
Region 3,2012,45,1585,221,117067
Region 4,2012,45,2517,355,142071
Region 5,2012,45,1392,276,97338
Region 6,2012,45,2731,174,85791
Region 7,2012,45,340,92,22033
Region 8,2012,45,523,115,51932
Region 9,2012,45,1413,209,84565
Region 10,2012,45,180,54,18129
Region 1,2012,46,373,166,54355
Region 2,2012,46,1902,317,121106
Region 3,2012,46,1705,217,117370
Region 4,2012,46,3048,354,138019
Region 5,2012,46,1384,276,94724
Region 6,2012,46,2620,158,80221
Region 7,2012,46,415,94,22378
Region 8,2012,46,582,119,53061
Region 9,2012,46,1364,211,78668
Region 10,2012,46,230,54,17632
Region 1,2012,47,325,165,37973
Region 2,2012,47,2150,309,104844
Region 3,2012,47,1915,226,104426
Region 4,2012,47,3539,360,108812
Region 5,2012,47,1345,275,73230
Region 6,2012,47,3057,161,67247
Region 7,2012,47,357,96,16724
Region 8,2012,47,652,112,41214
Region 9,2012,47,1108,209,60145
Region 10,2012,47,202,55,13157
Region 1,2012,48,516,169,57023
Region 2,2012,48,2792,313,124451
Region 3,2012,48,2278,223,122871
Region 4,2012,48,4492,358,149775
Region 5,2012,48,1838,285,101057
Region 6,2012,48,3521,174,90427
Region 7,2012,48,510,96,25068
Region 8,2012,48,864,121,57169
Region 9,2012,48,1481,214,85512
Region 10,2012,48,229,53,18377
Region 1,2012,49,734,167,56803
Region 2,2012,49,3493,311,129052
Region 3,2012,49,3210,224,122228
Region 4,2012,49,7234,364,152943
Region 5,2012,49,2472,275,98482
Region 6,2012,49,4386,179,93300
Region 7,2012,49,581,98,25946
Region 8,2012,49,1021,118,53572
Region 9,2012,49,1509,215,85434
Region 10,2012,49,237,55,18002
Region 1,2012,50,1071,171,57921
Region 2,2012,50,4046,309,126534
Region 3,2012,50,4462,218,122065
Region 4,2012,50,7345,349,140922
Region 5,2012,50,3389,280,99627
Region 6,2012,50,5219,180,90697
Region 7,2012,50,670,96,24829
Region 8,2012,50,1245,102,48613
Region 9,2012,50,1667,215,81938
Region 10,2012,50,318,57,18654
Region 1,2012,51,1485,169,53323
Region 2,2012,51,5047,312,125598
Region 3,2012,51,6338,211,124814
Region 4,2012,51,6660,327,120357
Region 5,2012,51,4005,268,87894
Region 6,2012,51,5987,164,82610
Region 7,2012,51,868,94,20050
Region 8,2012,51,1844,111,53092
Region 9,2012,51,1808,197,71168
Region 10,2012,51,290,55,15113
Region 1,2012,52,1380,163,33299
Region 2,2012,52,5426,307,105999
Region 3,2012,52,7539,210,107504
Region 4,2012,52,6746,336,103405
Region 5,2012,52,3889,267,64879
Region 6,2012,52,6309,170,69708
Region 7,2012,52,1105,98,16028
Region 8,2012,52,2039,111,42340
Region 9,2012,52,1755,190,53617
Region 10,2012,52,400,53,10392
Region 1,2013,1,1344,171,43347
Region 2,2013,1,5450,303,115547
Region 3,2013,1,7018,220,116277
Region 4,2013,1,5301,361,111025
Region 5,2013,1,3545,277,76213
Region 6,2013,1,5924,176,80000
Region 7,2013,1,1173,99,18973
Region 8,2013,1,2143,113,49524
Region 9,2013,1,1852,209,63312
Region 10,2013,1,353,53,12833
Region 1,2013,2,1682,168,54847
Region 2,2013,2,6947,302,130660
Region 3,2013,2,8120,224,132703
Region 4,2013,2,5575,357,148342
Region 5,2013,2,3993,280,100648
Region 6,2013,2,6636,182,96234
Region 7,2013,2,1323,97,23945
Region 8,2013,2,2473,118,59167
Region 9,2013,2,2651,212,85698
Region 10,2013,2,496,55,18287
Region 1,2013,3,1541,169,54821
Region 2,2013,3,7593,308,128380
Region 3,2013,3,7090,226,123828
Region 4,2013,3,4835,351,144841
Region 5,2013,3,3818,283,99804
