0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
251,17,396,50,677,19,50,3,4,318,25,16,806,66,18,85,82,964,63,116,177,162,45,521,132,8,16,63,6,24,142,115,220,3,115,133,42,230,14,44,76,76,1162,216,16,1565,21,237,127,28,1485
279,9,404,46,715,18,51,5,53,257,28,17,842,85,8,91,118,823,59,121,142,187,48,501,98,2,12,90,9,19,114,107,227,2,109,122,37,222,14,81,88,54,1152,212,15,1341,55,197,112,27,1426
313,10,415,42,800,11,112,9,192,370,43,13,920,85,17,119,132,878,55,122,164,211,74,503,122,6,18,86,10,34,152,89,206,4,136,111,31,246,17,57,110,79,1143,291,33,1528,24,266,117,35,1484
290,11,438,65,782,15,72,7,139,344,32,19,1020,80,14,111,121,972,79,111,165,215,68,566,139,8,20,84,8,18,155,97,163,3,178,199,83,248,11,79,96,60,1214,295,33,1493,21,277,110,40,1507
305,7,496,64,996,21,75,11,201,431,26,13,978,85,12,111,135,1008,57,132,162,170,79,598,99,2,33,66,12,30,180,159,211,3,130,143,75,240,12,73,94,110,1266,292,28,1695,22,189,115,22,1673
255,6,348,39,687,15,38,7,98,326,30,25,830,56,4,90,134,1030,27,140,147,143,73,578,97,5,17,90,3,20,227,78,150,0,97,199,48,214,8,51,112,86,1071,334,30,1824,7,173,92,24,1619
295,13,566,56,936,18,65,6,175,367,38,20,1057,59,9,104,169,1015,54,158,200,158,51,674,97,5,12,99,23,68,160,141,268,3,125,185,80,251,13,73,102,87,1411,268,44,1945,15,235,99,29,2135
339,6,503,65,938,32,114,6,171,406,30,12,1119,95,3,91,147,924,54,141,202,186,111,644,90,5,26,128,23,79,211,178,213,0,175,157,36,284,11,25,110,109,1320,285,27,2076,27,231,50,33,2334
334,2,472,57,856,18,89,6,179,729,30,26,1008,104,8,91,169,946,48,169,192,193,85,555,125,4,18,135,19,72,193,129,221,6,133,113,35,298,12,21,118,100,1391,336,37,2189,19,324,106,32,2467
249,3,485,46,723,27,35,0,133,756,16,9,1041,64,8,67,135,1168,32,151,204,130,99,625,98,5,10,127,13,31,169,126,187,7,110,141,18,207,6,13,120,61,1110,330,28,2495,13,207,71,14,2520
220,3,395,41,806,23,43,4,122,687,20,18,1034,64,10,71,137,1159,50,202,192,149,67,620,104,6,9,164,13,35,183,99,209,8,113,169,23,288,11,16,108,52,1274,422,43,2560,20,250,55,32,2776
293,5,644,57,1077,37,92,9,213,587,21,43,1178,65,16,99,175,986,44,150,243,219,29,516,122,4,18,169,16,57,183,92,214,2,151,112,62,295,14,22,135,112,1282,321,46,2167,25,219,95,31,2463
350,3,678,79,1043,34,117,7,185,537,32,32,1217,57,13,83,172,1001,44,213,250,156,31,470,104,2,18,119,20,50,203,205,243,7,147,150,93,288,20,28,138,152,1164,432,40,1956,38,207,84,27,2268
394,4,666,69,1097,34,114,2,71,625,41,33,1238,84,6,81,92,1108,51,166,269,209,37,536,127,4,11,154,18,63,247,155,178,2,123,221,81,294,22,29,165,121,1318,411,42,1648,49,165,126,29,2149
416,7,778,113,1347,35,171,3,126,623,55,52,1402,104,13,105,133,1106,49,174,353,192,43,666,136,10,14,186,23,86,308,167,215,3,155,218,96,385,34,27,144,134,1551,545,59,1677,56,229,86,27,2519
332,10,892,113,1600,35,171,6,151,682,36,66,1551,78,8,122,187,1172,52,101,389,246,39,574,110,8,12,187,29,81,321,191,236,11,173,215,119,389,59,42,174,176,1512,574,36,1472,76,157,99,49,2788
332,20,1297,129,1882,52,209,3,156,716,70,38,1699,94,14,122,253,1120,46,201,335,309,44,606,171,13,25,254,30,128,482,273,313,4,203,264,79,368,51,64,258,149,1816,678,49,1601,93,278,112,75,3071
484,28,1181,140,1893,56,195,2,122,928,69,65,2003,118,28,182,398,1380,44,334,311,391,87,743,182,12,24,309,30,141,560,172,409,13,251,214,133,294,71,86,210,284,2035,864,59,2090,120,279,140,74,3303
509,34,1181,159,1859,66,190,21,192,1045,104,42,1989,171,31,185,526,1491,43,236,382,597,87,933,190,9,35,356,34,128,594,288,663,8,335,238,130,438,86,108,235,358,1147,979,49,2575,127,438,167,79,3450
521,34,1251,175,1804,63,194,33,197,1141,100,55,2162,226,37,204,576,1840,48,266,413,670,162,988,247,24,53,390,38,187,699,357,620,6,312,183,165,484,82,107,204,361,1203,755,70,3246,87,487,197,83,3767
632,64,819,195,1636,67,205,56,219,1323,138,65,2093,263,25,242,746,1733,60,291,618,703,201,1053,260,14,56,305,62,221,637,366,535,14,470,276,162,519,127,109,225,396,941,785,86,4121,75,582,217,121,4399
440,98,813,145,1293,64,105,44,163,993,128,50,1642,169,10,151,494,1426,91,193,520,597,121,772,211,48,29,319,49,187,636,346,523,20,344,162,136,458,94,74,170,184,749,737,88,3758,44,422,178,148,3508
398,81,731,80,1201,62,122,44,217,1101,89,28,1335,141,12,149,387,1380,73,159,449,566,114,791,225,12,32,150,58,185,513,278,431,9,332,188,38,463,66,80,180,210,777,370,74,3079,71,393,133,116,3050
388,85,528,100,1053,43,128,25,191,1068,90,30,1246,110,20,128,371,1155,100,109,471,482,72,633,214,11,37,102,68,131,423,113,385,15,250,97,105,361,69,65,157,295,760,622,77,2626,66,437,150,81,2654
360,62,611,89,938,43,129,23,141,873,91,23,1029,92,6,151,320,1048,56,86,364,298,88,648,155,15,26,145,44,112,307,97,334,20,204,123,89,283,66,48,159,200,569,527,68,2286,57,403,129,57,2122
311,36,594,114,855,42,125,9,130,770,55,10,955,67,11,142,315,904,85,127,323,366,85,648,147,9,16,105,36,145,229,118,297,13,153,148,40,288,51,55,149,249,789,374,48,2352,42,433,119,25,2236
340,54,581,110,710,40,126,10,139,498,49,15,894,83,11,91,218,954,70,166,288,256,87,539,148,16,12,69,20,143,206,79,311,5,168,79,41,306,41,34,125,230,846,235,50,2563,22,403,121,25,2248
247,33,476,58,711,37,56,17,61,685,21,13,800,77,5,59,147,841,85,128,232,251,72,521,117,20,20,80,20,91,187,68,267,3,132,85,26,305,48,39,100,249,747,275,56,2435,31,395,94,27,1816
201,32,387,81,726,22,31,10,164,646,29,21,664,39,6,65,93,818,63,95,211,209,30,401,98,16,11,71,26,69,155,55,214,7,108,113,29,214,13,18,92,211,617,304,35,2038,20,219,67,27,1491
161,14,362,52,586,25,21,5,147,642,32,14,699,33,0,48,69,826,49,118,181,215,38,415,82,3,10,52,16,62,174,31,183,9,84,52,20,172,12,11,78,138,472,274,29,1744,16,196,92,21,1532
173,40,363,31,527,22,13,3,130,669,29,13,636,40,1,33,53,840,37,95,181,159,17,400,32,0,9,34,17,56,150,23,96,8,77,69,2,155,10,9,76,158,459,210,17,1622,15,176,103,11,1415
122,8,299,4,515,16,10,0,165,628,27,1,540,31,2,23,29,778,25,75,177,109,16,386,7,0,4,44,11,40,95,8,70,9,52,8,0,144,2,9,55,147,518,230,16,1552,8,186,14,13,1277
84,6,238,0,417,9,12,6,137,556,15,0,513,21,1,9,20,661,32,113,99,78,12,347,12,0,8,43,12,19,94,0,58,4,42,20,0,136,0,5,53,155,395,239,14,1536,8,123,83,13,1303
93,5,302,2,440,19,8,4,158,448,12,0,395,35,0,11,11,569,28,112,165,87,12,271,22,0,7,38,12,22,67,0,69,3,49,21,3,123,3,4,41,142,276,178,8,1223,13,83,85,6,1284
63,6,313,2,395,18,5,0,122,436,10,3,310,35,1,3,8,586,30,74,106,57,11,264,12,0,5,22,9,29,59,2,65,0,51,17,4,95,0,5,37,130,362,196,9,1224,8,89,8,5,1222
59,3,159,0,376,12,3,0,119,338,12,3,346,14,0,8,9,543,24,86,86,63,12,263,10,0,8,36,5,31,72,1,51,0,40,4,1,102,2,1,29,90,316,151,7,991,6,57,9,5,1224
54,2,165,1,381,10,4,0,78,340,11,0,355,6,0,6,1,510,31,59,77,53,12,189,9,1,11,27,7,23,59,1,36,3,42,4,0,99,2,2,31,88,297,174,6,978,5,67,6,9,1125
45,7,139,3,299,8,3,0,57,369,17,1,289,23,0,6,2,498,12,63,60,45,6,201,14,0,6,25,3,15,80,0,37,0,34,15,0,71,0,1,34,48,248,177,6,911,6,67,1,6,956
36,3,147,3,324,10,3,3,87,301,8,3,317,21,0,4,2,508,20,61,65,72,7,225,10,0,7,27,10,16,80,2,32,0,40,15,2,79,0,0,32,86,189,217,11,771,7,48,8,4,936
59,3,160,1,269,12,3,3,58,269,16,1,307,28,0,3,4,483,32,59,64,47,13,203,7,0,3,42,8,13,70,0,27,1,30,13,1,86,0,2,25,51,239,169,10,713,5,57,1,2,1118
37,6,137,3,262,7,2,0,78,276,6,4,295,19,1,2,1,405,24,56,71,36,13,203,12,0,4,31,8,20,48,0,38,0,35,12,0,83,0,2,32,82,261,180,4,724,6,67,5,2,1066
52,7,150,2,246,9,2,2,82,271,7,3,267,24,0,8,3,405,19,58,65,53,16,216,6,0,8,17,10,13,47,2,38,0,46,2,0,76,1,1,22,53,216,128,8,601,3,86,8,1,1051
81,7,58,3,267,10,2,2,70,419,13,4,263,19,0,4,3,368,21,50,55,67,11,260,12,0,6,19,9,14,20,0,47,0,41,12,0,87,0,0,28,120,209,177,7,723,3,64,5,3,1016
86,8,80,2,310,9,3,0,41,580,16,1,275,27,0,3,22,531,27,63,100,50,17,298,5,0,6,22,7,16,66,3,34,0,45,15,0,74,0,3,34,103,224,160,4,682,4,75,6,7,946
92,8,97,0,342,16,4,6,92,668,25,3,327,58,3,8,8,569,20,65,86,70,14,385,11,1,6,27,10,9,71,1,39,1,61,16,0,80,2,3,44,150,336,160,9,766,5,142,9,5,1074
89,8,100,2,447,53,7,1,90,618,21,7,315,41,0,12,9,681,22,62,79,58,10,290,15,0,8,32,7,3,87,0,47,0,54,18,1,141,6,8,26,92,423,188,11,817,2,167,16,7,1003
69,15,65,3,398,21,7,2,73,597,26,6,396,20,0,10,21,738,30,83,92,56,26,376,26,1,7,40,10,18,67,3,61,0,61,14,0,112,49,1,38,15,534,189,9,924,4,121,10,5,900
105,14,74,14,604,40,7,6,144,638,25,2,516,31,0,9,20,730,33,66,141,66,18,283,16,0,8,40,5,20,85,9,68,0,66,17,4,93,65,8,31,124,509,221,13,1072,6,167,33,10,1036
120,13,84,5,624,31,10,0,131,709,21,4,497,20,1,9,39,667,48,67,151,163,33,342,21,0,8,45,10,37,101,2,78,0,70,11,4,107,46,9,59,146,367,205,7,1256,7,159,28,5,1383
100,14,105,3,636,32,20,0,115,649,24,2,623,23,2,16,66,717,28,60,130,162,26,360,12,0,4,44,10,38,110,8,81,0,88,40,4,127,18,2,58,151,400,59,13,1360,7,120,35,17,1456
169,14,309,40,668,22,64,3,160,903,27,10,640,70,4,61,116,788,46,55,177,206,62,375,65,0,11,75,10,371,128,115,122,5,122,27,34,141,22,68,76,158,654,235,15,1352,18,177,45,20,1504
124,18,262,34,760,44,48,2,140,1065,22,9,571,63,6,55,101,762,40,72,150,236,75,394,87,8,7,81,8,376,110,141,129,2,125,102,25,121,17,54,90,133,571,180,19,1407,15,218,36,30,1491
153,7,321,45,812,43,41,5,151,1114,21,10,743,36,4,96,169,767,46,97,198,314,55,424,84,7,9,96,9,383,107,175,154,10,121,47,41,150,40,102,73,143,541,192,13,1519,20,168,45,30,1659
185,12,303,57,833,37,49,8,161,1105,28,15,742,37,7,55,260,855,49,82,189,310,73,511,95,5,5,103,14,408,125,146,184,11,145,152,38,142,22,103,98,162,589,201,9,1673,23,169,38,25,1627
213,8,265,62,849,15,70,11,133,1334,30,8,804,74,3,56,168,896,48,88,230,408,61,555,120,4,14,160,19,427,154,148,171,2,161,136,67,177,25,108,77,206,581,178,5,1834,19,175,59,33,1929
195,13,245,77,942,28,79,1,139,1434,22,13,827,56,17,71,173,897,33,115,210,391,50,575,99,6,20,189,19,356,151,194,243,2,139,118,81,187,23,78,96,163,607,247,5,1741,21,178,49,36,2044
222,18,389,81,993,41,69,4,135,1440,24,13,899,36,14,70,259,980,43,91,255,401,61,432,120,5,13,161,15,433,152,182,265,6,149,157,44,186,19,118,117,226,673,233,9,1895,28,152,38,22,2143
134,13,218,45,865,17,42,1,92,1505,25,10,744,37,9,98,181,1032,27,109,185,266,60,603,99,4,12,198,10,470,130,194,218,5,104,110,45,139,10,110,92,239,550,245,10,1995,21,119,21,21,2124
209,17,333,59,1091,67,71,1,195,1538,31,19,860,60,27,125,356,1071,44,114,220,267,118,536,141,1,29,240,13,501,155,261,280,4,193,171,60,173,18,170,112,243,696,320,18,1995,30,142,44,17,2464
212,10,396,54,1114,49,66,5,154,1486,42,14,894,74,13,102,169,1161,42,101,267,388,78,442,113,4,15,323,13,496,163,223,252,7,201,175,52,208,18,110,85,246,816,335,12,2012,23,173,61,32,2779
310,10,550,73,1190,53,70,4,216,1544,51,19,943,81,13,100,211,1302,27,120,313,365,76,554,136,6,16,266,18,575,175,208,294,0,233,237,102,234,28,144,85,180,887,332,15,2072,58,175,34,57,3020
347,19,591,48,1233,66,33,2,159,1928,28,17,978,49,14,135,413,1618,31,142,340,348,121,722,127,16,27,283,20,646,199,389,268,14,201,179,67,215,17,119,113,206,951,408,22,2552,73,246,45,66,3896
345,17,479,66,1419,2,38,2,106,2084,24,31,1234,82,23,120,473,1938,31,148,315,366,105,730,224,4,24,390,5,894,183,537,194,3,228,244,219,298,21,208,104,174,960,449,19,3203,91,476,22,43,4859
275,13,540,56,1559,65,48,4,142,1982,38,26,1267,82,21,163,266,1767,44,137,356,455,108,622,252,6,41,337,17,888,228,584,293,29,225,289,190,351,40,212,137,290,1076,409,22,3144,97,368,34,65,3776
330,40,585,95,1490,55,59,18,210,1923,65,42,1350,102,29,214,394,1715,30,187,406,497,142,613,229,13,49,292,22,830,242,736,290,14,272,403,97,358,32,251,170,424,1450,377,28,2676,113,392,98,152,3774
470,29,567,126,1441,79,111,9,87,2379,53,51,1443,108,56,345,462,1965,46,228,423,486,225,763,283,14,83,281,19,1009,305,913,397,35,358,463,143,465,28,360,245,417,1563,292,27,3049,186,619,150,109,4359
449,31,569,178,1700,70,134,10,195,2370,77,34,1640,207,106,415,540,1943,40,261,583,580,236,663,410,11,80,308,28,1090,371,1174,431,68,431,609,168,535,82,475,298,433,1868,325,29,3173,130,564,179,136,4091
538,36,647,308,1667,83,174,21,247,2666,60,34,1810,281,87,635,464,2473,50,275,737,777,247,1112,476,18,106,332,25,1180,504,1431,773,84,533,780,180,655,115,425,409,544,2774,297,57,3603,101,574,231,204,3892
705,60,670,481,1395,73,232,16,247,3038,55,34,2297,306,125,796,689,2978,75,422,750,1001,279,1365,556,19,132,335,39,1175,641,1466,877,123,659,941,179,735,172,503,524,892,3508,293,37,5392,47,628,254,170,3744
691,71,549,489,1245,8,234,40,196,3221,56,40,2435,363,108,590,1081,2832,52,581,714,1115,333,1238,411,4,69,248,59,938,615,1153,1044,74,694,680,171,698,210,507,474,883,2592,241,31,6048,41,841,228,138,3016
650,59,564,390,1080,49,193,33,153,3464,56,28,2284,317,73,491,858,2549,56,579,669,1069,305,1344,354,8,56,240,65,812,562,811,1157,67,798,593,147,559,193,571,334,515,2635,258,50,7511,34,850,229,85,2655
490,56,668,192,1082,60,175,18,206,2479,50,22,1743,201,42,367,633,2283,76,336,518,790,218,1165,243,5,42,241,41,632,445,407,994,74,494,460,139,374,138,408,243,628,2256,78,51,4085,35,815,171,85,2157
567,29,604,207,1091,56,148,24,225,2487,68,29,1759,262,37,305,696,2156,88,345,460,868,206,954,231,7,45,201,39,575,402,419,670,53,435,320,97,301,112,346,225,507,2107,98,55,3677,20,798,167,120,1829
477,40,506,153,1155,45,41,13,185,2683,39,22,1450,213,13,287,755,2003,85,310,435,753,164,843,169,9,57,238,33,451,368,383,423,24,401,274,127,299,63,387,241,325,1403,91,35,3654,26,769,157,66,1890
586,45,559,124,925,60,98,10,239,3146,37,10,1440,193,25,224,850,1859,104,304,556,807,203,778,137,1,44,189,40,513,253,505,848,29,435,314,74,259,132,487,176,617,1258,95,42,4173,22,683,116,80,2185
365,77,542,108,845,53,97,17,207,2505,26,10,1348,136,11,170,514,1465,74,344,668,624,207,667,107,8,26,163,33,620,215,568,603,32,322,187,41,309,121,309,165,540,1065,83,40,3963,32,574,49,60,2602
222,61,488,74,809,45,115,13,199,1503,39,11,1169,140,14,149,315,1284,87,216,694,412,213,426,120,6,27,165,68,597,185,584,464,20,248,200,51,245,129,258,152,376,906,73,43,2675,16,318,114,41,2569
210,48,380,73,746,37,86,13,1,1147,28,11,764,80,5,93,162,1199,101,154,527,348,172,616,93,2,16,129,26,508,199,343,318,18,216,134,39,209,104,191,120,228,835,77,43,1785,16,203,108,43,2189
200,27,462,53,776,43,99,6,121,1027,38,5,676,81,7,80,105,1097,48,115,298,307,190,441,87,4,7,139,43,375,150,209,190,8,178,93,49,191,50,117,87,310,665,88,27,1282,15,137,48,44,1801
149,25,420,47,797,53,89,1,0,905,27,11,681,66,5,71,79,1110,40,102,248,285,176,422,78,1,8,146,19,374,153,217,128,8,145,104,21,161,22,152,81,223,755,92,19,1122,16,80,52,32,1626
164,41,487,65,660,39,62,2,132,929,26,11,617,57,6,51,55,847,38,71,198,210,156,374,76,0,6,169,15,331,166,221,114,19,114,74,52,148,21,86,69,151,665,83,19,915,12,78,49,46,1558
164,19,342,28,629,23,19,0,75,862,13,7,715,21,6,37,38,976,31,74,210,222,152,383,16,0,6,144,24,337,137,163,103,8,119,84,32,94,17,86,75,196,419,76,11,865,14,59,33,33,1773
168,17,444,37,640,39,13,4,0,804,19,14,576,16,2,12,30,1006,16,98,221,222,112,360,11,0,7,31,12,323,99,154,96,2,82,63,32,101,2,41,40,193,552,55,19,884,15,45,11,15,1827
113,12,436,20,551,44,6,2,152,749,12,1,485,11,0,15,25,962,18,49,179,133,75,316,5,0,1,142,11,270,54,143,91,2,71,19,13,69,0,33,40,145,471,49,7,833,9,47,10,26,1461
62,11,314,19,449,2,2,4,86,608,12,0,417,9,2,10,20,910,26,67,159,150,50,276,2,0,2,130,10,288,81,101,52,4,61,20,14,73,3,24,18,73,360,55,19,886,13,29,5,21,1569
51,14,318,14,608,17,2,0,123,547,12,0,404,5,1,8,11,703,25,53,168,124,11,272,5,0,6,98,6,303,64,106,82,0,74,15,20,75,0,19,25,65,385,55,16,684,3,14,7,21,1716
35,7,261,10,470,0,2,7,0,554,8,0,339,7,1,6,8,764,21,48,177,110,9,301,4,0,6,111,6,259,86,104,33,6,62,13,12,58,2,22,10,52,329,48,8,646,9,15,9,20,1423
47,19,158,12,463,20,1,0,129,467,11,0,328,4,0,6,12,733,16,50,151,106,58,212,1,0,4,100,10,236,82,100,29,0,56,19,14,52,0,12,18,21,302,42,7,597,4,19,7,30,1306
39,5,230,12,470,18,3,0,85,438,12,0,293,2,2,8,10,652,27,44,27,73,32,151,4,0,7,58,3,213,60,83,23,0,45,7,16,36,3,16,18,16,252,42,8,529,5,16,9,11,1329
31,5,162,4,369,9,1,0,71,470,8,0,226,2,1,8,10,710,13,48,89,86,19,232,2,0,2,67,7,189,47,74,6,0,32,18,2,44,0,7,24,14,256,40,9,479,4,10,3,3,1237
44,8,208,10,366,13,0,0,84,398,8,0,276,6,1,1,13,541,14,38,99,77,36,190,1,0,3,51,15,172,53,59,23,0,52,11,4,37,0,11,33,16,238,39,10,433,3,21,4,10,1067
30,0,211,11,397,7,0,4,70,322,7,0,238,16,0,4,9,600,10,43,82,63,48,204,1,0,4,35,7,193,58,74,13,0,46,14,5,52,1,12,24,19,182,42,9,410,5,8,2,5,1013
28,0,218,5,342,5,0,0,91,343,11,0,242,13,0,17,8,669,21,41,74,69,49,165,2,0,0,7,9,186,65,66,19,0,45,20,3,45,1,10,30,3,264,38,7,407,4,2,3,2,1053
31,11,231,10,307,16,0,0,109,372,16,0,256,23,0,3,7,674,11,41,83,67,32,138,1,0,16,53,5,179,35,67,12,2,47,22,9,69,0,7,22,8,260,44,9,425,10,3,5,1,1011
35,10,175,6,337,19,0,0,86,484,11,0,249,26,0,5,7,645,11,36,88,51,41,211,0,0,9,54,6,159,60,71,12,0,47,18,10,36,0,4,16,5,214,44,3,390,4,9,3,7,1056
54,7,242,0,340,15,0,2,81,687,6,0,273,25,0,7,12,751,13,33,92,65,44,255,2,0,3,49,9,156,84,74,14,0,43,24,3,41,0,6,29,3,206,42,8,384,4,5,3,2,904
80,11,476,24,439,21,0,3,106,767,22,0,263,40,0,9,6,974,16,38,84,76,33,543,3,0,12,54,7,197,88,86,7,0,50,14,6,46,0,3,26,10,347,47,10,407,8,6,9,7,962
73,15,391,38,506,37,2,0,174,809,24,0,299,44,1,0,24,1041,16,48,69,105,30,526,3,0,9,79,6,158,119,83,26,1,83,15,12,60,3,17,45,12,331,53,11,405,13,21,10,11,982
87,23,225,19,490,36,0,2,162,822,28,0,354,49,1,5,14,1123,11,56,72,148,9,377,12,0,8,71,5,182,83,79,35,1,73,28,1,60,0,37,33,30,371,51,10,534,16,28,12,18,937
74,28,334,24,652,145,5,0,174,784,29,0,476,47,0,1,25,1097,18,55,114,167,63,352,18,0,6,78,15,414,100,88,39,0,86,35,22,75,5,48,47,38,477,45,9,562,16,33,77,11,1164
83,29,212,17,621,103,2,0,155,790,24,0,469,48,0,20,28,1082,23,58,117,258,20,370,22,0,12,60,10,478,87,102,30,2,106,30,24,82,12,61,32,48,448,31,11,664,19,40,102,9,1396
107,24,152,28,659,192,5,3,183,882,20,0,473,57,0,14,18,1166,16,66,102,250,75,386,26,0,10,90,15,528,73,122,30,3,117,37,13,92,18,71,47,55,494,34,5,598,14,33,118,24,1394
698,141,406,37,852,129,48,2,284,850,23,2,571,68,12,66,63,1268,9,71,186,290,99,450,20,6,108,115,22,481,146,147,150,1,93,87,286,611,21,140,126,46,642,37,16,1097,12,124,130,54,1337
738,139,373,51,733,142,50,2,275,982,16,6,583,59,13,75,103,1286,22,85,296,311,106,318,23,2,119,115,14,464,121,133,189,6,129,163,311,534,13,119,141,48,654,37,18,1141,28,106,105,88,1453
710,183,374,35,823,158,48,1,302,1022,36,5,485,69,9,65,104,1484,35,72,279,374,106,314,34,2,206,136,16,552,161,187,160,3,138,146,378,587,26,133,163,49,641,52,11,1240,44,85,107,50,1684
799,160,408,70,906,145,67,3,279,1165,36,7,535,81,11,82,160,1594,33,74,337,376,88,467,39,2,208,124,23,546,157,198,244,9,152,162,387,557,35,176,201,57,710,57,19,1434,17,107,121,96,1798
979,137,471,63,948,191,70,14,232,1208,31,15,549,80,21,84,182,1933,14,70,338,343,99,413,92,7,223,168,24,580,200,204,282,6,162,196,454,664,29,198,193,111,774,48,14,1495,49,84,106,84,1772
964,149,317,60,950,220,73,5,304,1466,41,7,633,70,22,125,173,2112,22,88,441,442,107,820,78,4,145,188,22,612,258,232,263,10,186,239,520,764,39,215,244,174,1109,34,18,1571,55,98,118,70,1707
1100,162,451,114,1024,256,85,3,352,1541,40,9,610,58,17,148,243,2422,37,150,472,395,115,1080,100,4,232,173,11,647,427,239,354,6,201,230,536,810,39,226,305,138,1365,64,22,1814,43,107,37,47,2342
967,156,215,48,817,227,57,1,230,1624,37,9,545,39,24,128,151,2587,24,104,455,428,90,1087,77,6,260,224,16,666,246,195,276,16,147,201,553,718,29,175,198,129,1023,43,22,1878,56,140,91,39,1974
1239,181,615,129,988,336,126,5,394,1650,60,16,906,110,40,128,237,3026,40,111,504,429,100,1112,72,3,241,225,27,747,251,277,324,10,237,258,529,888,32,244,230,126,1541,59,29,2213,70,155,115,68,1870
1274,192,449,156,1236,379,129,5,368,1568,56,15,957,127,47,175,368,2800,37,119,555,524,153,917,172,4,217,260,20,724,338,334,340,17,289,257,609,826,106,238,220,123,1678,67,30,2050,20,160,146,85,2611
1737,204,866,258,1671,436,88,7,363,1683,40,7,1397,106,47,264,522,4046,30,122,639,545,157,1498,203,3,298,440,24,826,383,349,305,21,262,458,854,852,79,242,209,207,2764,74,52,2231,25,321,126,94,2543
3116,208,973,375,2069,546,90,13,296,2199,67,24,1956,159,51,395,1007,6165,35,161,719,579,177,2426,278,2,379,523,22,907,575,445,215,68,363,532,1397,1016,70,328,277,330,3938,143,23,2749,39,441,164,117,3060
3583,231,1078,286,2512,469,96,4,270,2412,57,13,2524,167,83,379,782,6583,25,189,796,566,150,2059,190,3,496,712,13,1085,776,366,234,31,474,645,1821,1334,45,365,302,221,1830,205,35,3523,257,830,109,167,3273
