REGION,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Region 6,2005,14,321,115,23217
Region 7,2005,14,77,69,13782
Region 8,2005,14,388,71,34361
Region 9,2005,14,890,127,41346
Region 10,2005,14,68,35,5584
Region 1,2005,15,120,88,22971
Region 2,2005,15,224,54,20780
Region 3,2005,15,526,65,21684
Region 4,2005,15,1042,212,65616
Region 5,2005,15,749,183,54986
Region 6,2005,15,288,91,21234
Region 7,2005,15,27,64,12542
Region 8,2005,15,368,68,31942
Region 9,2005,15,1034,144,58460
Region 10,2005,15,67,31,4733
Region 1,2005,16,109,90,22421
Region 2,2005,16,182,55,20437
Region 3,2005,16,517,61,20873
Region 4,2005,16,969,205,61142
Region 5,2005,16,679,181,54006
Region 6,2005,16,307,83,20496
Region 7,2005,16,29,66,12413
Region 8,2005,16,243,66,32187
Region 9,2005,16,765,142,57867
Region 10,2005,16,25,29,3991
Region 1,2005,17,107,87,22744
Region 2,2005,17,163,54,19895
Region 3,2005,17,393,60,20530
Region 4,2005,17,1024,200,60571
Region 5,2005,17,516,173,51690
Region 6,2005,17,349,114,25377
Region 7,2005,17,10,61,11478
Region 8,2005,17,226,63,31142
Region 9,2005,17,816,132,54315
Region 10,2005,17,42,27,4323
Region 1,2005,18,96,85,21686
Region 2,2005,18,124,54,19257
Region 3,2005,18,392,51,17677
Region 4,2005,18,811,182,51720
Region 5,2005,18,463,166,49487
Region 6,2005,18,258,128,22425
Region 7,2005,18,43,56,10808
Region 8,2005,18,174,59,30138
Region 9,2005,18,587,115,50405
Region 10,2005,18,42,27,3517
Region 1,2005,19,35,82,18594
Region 2,2005,19,143,50,18086
Region 3,2005,19,407,49,18141
Region 4,2005,19,782,170,48477
Region 5,2005,19,477,157,46350
Region 6,2005,19,275,122,20996
Region 7,2005,19,19,53,10377
Region 8,2005,19,186,58,29532
Region 9,2005,19,652,112,49394
Region 10,2005,19,36,25,3062
Region 1,2005,20,33,77,17024
Region 2,2005,20,102,46,15697
Region 3,2005,20,251,42,14559
Region 4,2005,20,735,162,44630
Region 5,2005,20,392,151,43340
Region 6,2005,20,197,115,19325
Region 7,2005,20,12,46,7498
Region 8,2005,20,161,53,24515
Region 9,2005,20,615,109,48385
Region 10,2005,20,33,24,3521
Region 1,2005,21,39,69,14669
Region 2,2005,21,73,39,11446
Region 3,2005,21,183,29,9880
Region 4,2005,21,594,145,39400
Region 5,2005,21,377,126,36022
Region 6,2005,21,177,81,10469
Region 7,2005,21,4,41,6532
Region 8,2005,21,107,44,22372
Region 9,2005,21,464,94,40906
Region 10,2005,21,38,19,2854
Region 1,2005,22,23,64,13968
Region 2,2005,22,87,33,9645
Region 3,2005,22,191,28,9706
Region 4,2005,22,607,139,34179
Region 5,2005,22,398,122,29636
Region 6,2005,22,162,67,8532
Region 7,2005,22,7,35,4442
Region 8,2005,22,105,37,19223
Region 9,2005,22,440,91,35435
Region 10,2005,22,79,21,2895
Region 1,2005,23,35,60,15041
Region 2,2005,23,102,32,10261
Region 3,2005,23,182,25,9927
Region 4,2005,23,486,127,31656
Region 5,2005,23,241,118,30904
Region 6,2005,23,142,68,8569
Region 7,2005,23,0,38,5895
Region 8,2005,23,128,34,23245
Region 9,2005,23,393,84,34374
Region 10,2005,23,35,17,2088
Region 1,2005,24,24,57,13299
Region 2,2005,24,75,31,10339
Region 3,2005,24,155,26,9974
Region 4,2005,24,479,125,32892
Region 5,2005,24,317,121,31455
Region 6,2005,24,132,66,9393
Region 7,2005,24,0,37,5984
Region 8,2005,24,121,19,4784
Region 9,2005,24,306,84,35451
Region 10,2005,24,5,16,1328
Region 1,2005,25,24,55,12600
Region 2,2005,25,73,30,9848
Region 3,2005,25,129,26,9298
Region 4,2005,25,462,123,31655
Region 5,2005,25,323,117,30462
Region 6,2005,25,110,61,8921
Region 7,2005,25,0,38,5893
Region 8,2005,25,81,33,21723
Region 9,2005,25,409,87,37952
Region 10,2005,25,17,17,2293
Region 1,2005,26,24,58,13224
Region 2,2005,26,69,25,9807
Region 3,2005,26,134,22,7850
Region 4,2005,26,414,121,30241
Region 5,2005,26,301,114,30311
Region 6,2005,26,105,59,8928
Region 7,2005,26,4,30,4457
Region 8,2005,26,3,27,19108
Region 9,2005,26,294,81,34163
Region 10,2005,26,11,13,2127
Region 1,2005,27,21,57,11836
Region 2,2005,27,32,22,9130
Region 3,2005,27,127,22,7414
Region 4,2005,27,364,112,25910
Region 5,2005,27,303,111,26847
Region 6,2005,27,82,59,8459
Region 7,2005,27,2,31,3800
Region 8,2005,27,8,26,16136
Region 9,2005,27,243,82,31014
Region 10,2005,27,16,11,1756
Region 1,2005,28,32,56,13140
Region 2,2005,28,60,26,10464
Region 3,2005,28,134,20,8354
Region 4,2005,28,303,110,26968
Region 5,2005,28,264,105,29413
Region 6,2005,28,111,62,9671
Region 7,2005,28,0,33,4448
Region 8,2005,28,5,26,19600
Region 9,2005,28,219,76,33025
Region 10,2005,28,20,10,1985
Region 1,2005,29,23,55,12532
Region 2,2005,29,59,23,9932
Region 3,2005,29,148,18,8553
Region 4,2005,29,272,108,27648
Region 5,2005,29,283,101,27747
Region 6,2005,29,94,63,9431
Region 7,2005,29,5,33,4826
Region 8,2005,29,8,26,18962
Region 9,2005,29,158,70,28413
Region 10,2005,29,18,10,1655
Region 1,2005,30,21,55,12577
Region 2,2005,30,46,21,8361
Region 3,2005,30,116,18,8353
Region 4,2005,30,304,105,28474
Region 5,2005,30,251,99,27498
Region 6,2005,30,101,59,8886
Region 7,2005,30,3,33,4700
Region 8,2005,30,13,26,19573
Region 9,2005,30,120,67,27574
Region 10,2005,30,15,9,1616
Region 1,2005,31,15,53,10849
Region 2,2005,31,54,20,8453
Region 3,2005,31,145,18,8557
Region 4,2005,31,292,106,25487
Region 5,2005,31,246,99,27694
Region 6,2005,31,91,59,9377
Region 7,2005,31,1,30,3821
Region 8,2005,31,5,26,20200
Region 9,2005,31,124,68,26342
Region 10,2005,31,9,9,1688
Region 1,2005,32,16,51,9787
Region 2,2005,32,47,20,8386
Region 3,2005,32,166,18,9034
Region 4,2005,32,327,106,27549
Region 5,2005,32,268,98,28727
Region 6,2005,32,80,58,9440
Region 7,2005,32,0,28,3806
Region 8,2005,32,4,26,20483
Region 9,2005,32,102,65,26201
Region 10,2005,32,13,9,1708
Region 1,2005,33,25,52,11211
Region 2,2005,33,34,21,8620
Region 3,2005,33,61,17,8636
Region 4,2005,33,331,106,29761
Region 5,2005,33,244,93,27436
Region 6,2005,33,71,59,9677
Region 7,2005,33,2,30,4876
Region 8,2005,33,6,26,20683
Region 9,2005,33,134,66,27817
Region 10,2005,33,20,10,1956
Region 1,2005,34,22,52,11352
Region 2,2005,34,9,19,8541
Region 3,2005,34,148,19,9059
Region 4,2005,34,200,100,27359
Region 5,2005,34,260,96,30126
Region 6,2005,34,109,9,7409
Region 7,2005,34,3,31,5743
Region 8,2005,34,5,26,20305
Region 9,2005,34,155,67,29701
Region 10,2005,34,11,9,1695
Region 1,2005,35,14,52,11642
Region 2,2005,35,44,20,9434
Region 3,2005,35,126,19,8936
Region 4,2005,35,208,98,26324
Region 5,2005,35,257,93,30486
Region 6,2005,35,209,9,7909
Region 7,2005,35,5,29,6037
Region 8,2005,35,6,26,20748
Region 9,2005,35,143,65,28552
Region 10,2005,35,21,9,1786
Region 1,2005,36,25,53,11714
Region 2,2005,36,64,24,9431
Region 3,2005,36,180,18,7287
Region 4,2005,36,193,94,23553
Region 5,2005,36,281,92,28658
Region 6,2005,36,132,9,7611
Region 7,2005,36,2,29,5175
Region 8,2005,36,8,26,17041
Region 9,2005,36,152,62,24866
Region 10,2005,36,24,9,1481
Region 1,2005,37,21,49,12211
Region 2,2005,37,57,24,10755
Region 3,2005,37,244,18,8660
Region 4,2005,37,148,93,24849
Region 5,2005,37,270,94,31863
Region 6,2005,37,138,8,6713
Region 7,2005,37,4,27,5984
Region 8,2005,37,9,25,19897
Region 9,2005,37,118,61,27511
Region 10,2005,37,17,9,1684
Region 1,2005,38,30,52,13165
Region 2,2005,38,95,26,11584
Region 3,2005,38,230,19,8664
Region 4,2005,38,169,95,25537
Region 5,2005,38,293,91,32517
Region 6,2005,38,190,9,9053
Region 7,2005,38,17,30,5604
Region 8,2005,38,12,25,20069
Region 9,2005,38,160,64,28343
Region 10,2005,38,23,8,1531
Region 1,2005,39,35,53,12491
Region 2,2005,39,94,24,10365
Region 3,2005,39,251,23,9852
Region 4,2005,39,212,99,26284
Region 5,2005,39,243,100,31822
Region 6,2005,39,171,23,9933
Region 7,2005,39,8,30,6263
Region 8,2005,39,15,23,19032
Region 9,2005,39,158,64,21868
Region 10,2005,39,17,8,1295
Region 1,2005,40,167,105,25636
Region 2,2005,40,281,68,23022
Region 3,2005,40,515,87,24933
Region 4,2005,40,602,230,72673
Region 5,2005,40,609,207,57821
Region 6,2005,40,220,121,26294
Region 7,2005,40,65,72,14532
Region 8,2005,40,585,76,40417
Region 9,2005,40,509,122,44797
Region 10,2005,40,33,25,3039
Region 1,2005,41,156,111,26009
Region 2,2005,41,300,72,21823
Region 3,2005,41,501,90,26447
Region 4,2005,41,864,241,78438
Region 5,2005,41,732,214,58273
Region 6,2005,41,241,122,24594
Region 7,2005,41,39,76,15840
Region 8,2005,41,163,75,36153
Region 9,2005,41,534,131,47000
Region 10,2005,41,52,28,3766
Region 1,2005,42,216,111,29519
Region 2,2005,42,349,73,25426
Region 3,2005,42,379,93,27758
Region 4,2005,42,1074,254,88298
Region 5,2005,42,816,235,61927
Region 6,2005,42,287,122,27421
Region 7,2005,42,50,75,17412
Region 8,2005,42,267,80,36879
Region 9,2005,42,635,141,50724
Region 10,2005,42,49,32,4245
Region 1,2005,43,218,113,30427
Region 2,2005,43,341,75,26322
Region 3,2005,43,425,94,29435
Region 4,2005,43,1088,262,87175
Region 5,2005,43,844,238,62972
Region 6,2005,43,287,103,26176
Region 7,2005,43,74,77,17935
Region 8,2005,43,236,79,37259
Region 9,2005,43,682,160,55725
Region 10,2005,43,53,36,4573
Region 1,2005,44,224,118,32872
Region 2,2005,44,514,86,31597
Region 3,2005,44,469,99,28776
Region 4,2005,44,1198,270,93360
Region 5,2005,44,970,242,65741
Region 6,2005,44,310,106,23889
Region 7,2005,44,61,75,18343
Region 8,2005,44,254,79,40675
Region 9,2005,44,946,173,59573
Region 10,2005,44,59,32,4014
Region 1,2005,45,302,119,33089
Region 2,2005,45,524,86,30736
Region 3,2005,45,511,99,30334
Region 4,2005,45,1227,274,91008
Region 5,2005,45,870,237,63943
Region 6,2005,45,371,100,22436
Region 7,2005,45,66,79,20027
Region 8,2005,45,268,66,22082
Region 9,2005,45,822,178,58233
Region 10,2005,45,77,34,5036
Region 1,2005,46,293,118,33039
Region 2,2005,46,469,88,30744
Region 3,2005,46,496,98,31439
Region 4,2005,46,1289,271,95560
Region 5,2005,46,919,236,63390
Region 6,2005,46,462,109,25742
Region 7,2005,46,79,78,19325
Region 8,2005,46,297,71,22697
Region 9,2005,46,891,174,55671
Region 10,2005,46,81,34,5090
Region 1,2005,47,258,121,24132
Region 2,2005,47,393,85,21587
Region 3,2005,47,430,101,23979
Region 4,2005,47,1216,278,69462
Region 5,2005,47,906,236,48895
Region 6,2005,47,365,110,20106
Region 7,2005,47,71,76,13347
Region 8,2005,47,192,77,28655
Region 9,2005,47,907,181,43799
Region 10,2005,47,64,36,4616
Region 1,2005,48,270,120,32320
Region 2,2005,48,582,89,29794
Region 3,2005,48,532,105,29169
Region 4,2005,48,1370,283,96312
Region 5,2005,48,1027,240,63056
Region 6,2005,48,489,113,27587
Region 7,2005,48,101,75,17870
Region 8,2005,48,403,89,42969
Region 9,2005,48,1094,174,57665
Region 10,2005,48,98,37,5522
Region 1,2005,49,281,117,29521
Region 2,2005,49,512,92,29296
Region 3,2005,49,457,101,26937
Region 4,2005,49,1602,283,88042
Region 5,2005,49,905,240,62022
Region 6,2005,49,514,109,25364
Region 7,2005,49,62,72,15477
Region 8,2005,49,388,87,41399
Region 9,2005,49,1526,188,60915
Region 10,2005,49,124,39,6275
Region 1,2005,50,267,117,28450
Region 2,2005,50,498,89,27433
Region 3,2005,50,505,100,27423
Region 4,2005,50,1676,288,88837
Region 5,2005,50,914,232,58557
Region 6,2005,50,710,104,25529
Region 7,2005,50,74,80,17485
Region 8,2005,50,752,86,41837
Region 9,2005,50,2116,184,61559
Region 10,2005,50,185,38,6438
Region 1,2005,51,231,113,26286
Region 2,2005,51,489,87,23116
Region 3,2005,51,530,100,25841
Region 4,2005,51,1723,285,77285
Region 5,2005,51,966,220,49254
Region 6,2005,51,926,103,21444
Region 7,2005,51,117,78,14219
Region 8,2005,51,901,81,35434
Region 9,2005,51,2518,182,56007
Region 10,2005,51,176,38,5035
Region 1,2005,52,293,112,21626
Region 2,2005,52,455,87,19830
Region 3,2005,52,655,98,21228
Region 4,2005,52,2014,278,65169
Region 5,2005,52,1138,221,43815
Region 6,2005,52,1132,99,20049
Region 7,2005,52,149,77,12719
Region 8,2005,52,942,84,32382
Region 9,2005,52,1864,179,47481
Region 10,2005,52,200,38,5339
Region 1,2006,1,239,112,24181
Region 2,2006,1,364,94,22384
Region 3,2006,1,808,107,27870
Region 4,2006,1,2057,301,83452
Region 5,2006,1,1312,228,53741
Region 6,2006,1,1188,107,22782
Region 7,2006,1,130,78,14057
Region 8,2006,1,637,81,37071
Region 9,2006,1,1472,175,53108
Region 10,2006,1,132,36,5225
Region 1,2006,2,272,113,27847
Region 2,2006,2,429,95,29626
Region 3,2006,2,934,105,30793
Region 4,2006,2,2017,296,97231
Region 5,2006,2,1202,225,58801
Region 6,2006,2,1162,121,27077
Region 7,2006,2,220,83,17955
Region 8,2006,2,533,85,42391
Region 9,2006,2,951,177,55839
Region 10,2006,2,162,39,6156
Region 1,2006,3,264,116,27751
Region 2,2006,3,379,94,27736
Region 3,2006,3,977,103,30523
Region 4,2006,3,2033,289,96792
Region 5,2006,3,1174,227,58210
Region 6,2006,3,1314,94,24557
Region 7,2006,3,296,80,18046
Region 8,2006,3,474,86,41544
Region 9,2006,3,819,173,51306
Region 10,2006,3,128,35,5234
Region 1,2006,4,340,117,29513
Region 2,2006,4,487,92,31645
Region 3,2006,4,977,101,30368
Region 4,2006,4,2445,295,101297
Region 5,2006,4,1411,225,64877
Region 6,2006,4,1431,133,30280
Region 7,2006,4,392,75,17757
Region 8,2006,4,505,83,43077
Region 9,2006,4,1008,176,57972
Region 10,2006,4,118,34,5096
Region 1,2006,5,430,117,31657
Region 2,2006,5,603,90,30968
Region 3,2006,5,710,101,29355
Region 4,2006,5,2795,291,101545
Region 5,2006,5,1485,224,63158
Region 6,2006,5,1329,131,30702
Region 7,2006,5,436,77,19026
Region 8,2006,5,579,84,42743
Region 9,2006,5,1037,171,56766
Region 10,2006,5,147,34,5371
Region 1,2006,6,483,112,30945
Region 2,2006,6,717,91,34004
Region 3,2006,6,991,102,31262
Region 4,2006,6,3282,294,100979
Region 5,2006,6,1765,223,64985
Region 6,2006,6,1187,132,31041
Region 7,2006,6,473,75,18699
Region 8,2006,6,588,80,43734
Region 9,2006,6,813,166,56780
Region 10,2006,6,128,36,5857
Region 1,2006,7,545,115,29971
Region 2,2006,7,593,87,29684
Region 3,2006,7,1002,101,29914
Region 4,2006,7,3652,279,96707
Region 5,2006,7,1852,223,62400
Region 6,2006,7,1472,126,30737
Region 7,2006,7,435,78,18387
Region 8,2006,7,599,76,40878
Region 9,2006,7,978,168,57798
Region 10,2006,7,98,35,5185
Region 1,2006,8,555,115,28935
Region 2,2006,8,541,93,29509
Region 3,2006,8,1315,103,31175
Region 4,2006,8,3804,285,99975
Region 5,2006,8,2091,222,63360
Region 6,2006,8,1354,119,28765
Region 7,2006,8,479,76,18100
Region 8,2006,8,694,78,41838
Region 9,2006,8,942,163,53996
Region 10,2006,8,126,34,5174
Region 1,2006,9,613,116,30444
Region 2,2006,9,623,87,29167
Region 3,2006,9,1167,98,30657
Region 4,2006,9,3426,285,98833
Region 5,2006,9,2076,223,62034
Region 6,2006,9,1387,127,28382
Region 7,2006,9,354,73,17004
Region 8,2006,9,746,79,43900
Region 9,2006,9,831,153,53694
Region 10,2006,9,120,34,5344
Region 1,2006,10,614,110,30045
Region 2,2006,10,554,87,32398
Region 3,2006,10,1690,97,30774
Region 4,2006,10,2693,276,96284
Region 5,2006,10,2292,218,64181
Region 6,2006,10,1179,127,29164
Region 7,2006,10,270,74,16995
Region 8,2006,10,767,74,41631
Region 9,2006,10,1050,162,58909
Region 10,2006,10,152,32,4984
Region 1,2006,11,515,109,27290
Region 2,2006,11,446,88,30152
Region 3,2006,11,1489,100,31724
Region 4,2006,11,2225,267,87577
Region 5,2006,11,1897,216,61227
Region 6,2006,11,751,124,24672
Region 7,2006,11,152,73,14653
Region 8,2006,11,609,70,38411
Region 9,2006,11,1076,163,55893
Region 10,2006,11,162,31,5372
Region 1,2006,12,488,108,28188
Region 2,2006,12,533,80,27528
Region 3,2006,12,1176,97,30906
Region 4,2006,12,1519,260,89143
Region 5,2006,12,1611,211,59471
Region 6,2006,12,732,125,24650
Region 7,2006,12,135,69,11942
Region 8,2006,12,612,77,39914
Region 9,2006,12,1120,162,53391
Region 10,2006,12,138,28,4671
Region 1,2006,13,460,104,29509
Region 2,2006,13,426,76,27756
Region 3,2006,13,1103,94,29446
Region 4,2006,13,1473,242,87635
Region 5,2006,13,1464,203,57497
Region 6,2006,13,748,123,26408
Region 7,2006,13,101,69,12299
Region 8,2006,13,445,73,37207
Region 9,2006,13,1003,156,51130
Region 10,2006,13,90,25,3718
Region 1,2006,14,426,101,28643
Region 2,2006,14,242,73,25316
Region 3,2006,14,652,88,28741
Region 4,2006,14,1133,229,74941
Region 5,2006,14,1066,199,58686
Region 6,2006,14,832,124,25503
Region 7,2006,14,55,66,13050
Region 8,2006,14,324,71,38033
Region 9,2006,14,934,155,52844
Region 10,2006,14,74,27,3905
Region 1,2006,15,385,95,25693
Region 2,2006,15,299,71,20507
Region 3,2006,15,473,86,23752
Region 4,2006,15,764,218,73695
Region 5,2006,15,799,196,57745
Region 6,2006,15,671,123,28166
Region 7,2006,15,48,58,13040
Region 8,2006,15,266,67,36495
Region 9,2006,15,776,148,51960
Region 10,2006,15,66,25,3707
Region 1,2006,16,273,89,23501
Region 2,2006,16,227,69,19304
Region 3,2006,16,394,83,24470
Region 4,2006,16,671,202,65632
Region 5,2006,16,660,190,55810
Region 6,2006,16,519,122,23617
Region 7,2006,16,30,60,12008
Region 8,2006,16,142,64,33629
Region 9,2006,16,514,143,49091
Region 10,2006,16,120,23,3579
Region 1,2006,17,190,89,23255
Region 2,2006,17,231,66,23033
Region 3,2006,17,273,81,23948
Region 4,2006,17,691,195,62654
Region 5,2006,17,533,183,52180
Region 6,2006,17,504,132,26172
Region 7,2006,17,28,55,11282
Region 8,2006,17,122,60,32874
Region 9,2006,17,505,136,46729
Region 10,2006,17,100,20,3262
Region 1,2006,18,154,83,20934
Region 2,2006,18,182,59,20090
Region 3,2006,18,256,74,22351
Region 4,2006,18,626,184,57151
Region 5,2006,18,450,167,47402
Region 6,2006,18,386,128,25793
Region 7,2006,18,31,53,10725
Region 8,2006,18,120,54,31651
Region 9,2006,18,493,135,48883
Region 10,2006,18,82,21,3298
Region 1,2006,19,118,80,19654
Region 2,2006,19,147,59,19798
Region 3,2006,19,320,68,21390
Region 4,2006,19,572,178,53195
Region 5,2006,19,437,161,47282
Region 6,2006,19,388,126,23420
Region 7,2006,19,43,50,9897
Region 8,2006,19,69,49,29687
Region 9,2006,19,429,130,48864
Region 10,2006,19,69,18,3151
Region 1,2006,20,45,80,17504
Region 2,2006,20,125,53,18279
Region 3,2006,20,292,61,19381
Region 4,2006,20,626,174,51482
Region 5,2006,20,421,157,41993
Region 6,2006,20,366,108,19901
Region 7,2006,20,25,50,8740
Region 8,2006,20,100,49,30836
Region 9,2006,20,355,126,44837
Region 10,2006,20,73,19,3314
Region 1,2006,21,43,76,16842
Region 2,2006,21,143,51,17202
Region 3,2006,21,238,53,18125
Region 4,2006,21,554,161,44980
Region 5,2006,21,387,148,41199
Region 6,2006,21,252,87,16048
Region 7,2006,21,25,46,7329
Region 8,2006,21,60,43,27085
Region 9,2006,21,304,99,38975
Region 10,2006,21,55,19,3290
Region 1,2006,22,39,71,13756
Region 2,2006,22,96,36,10688
Region 3,2006,22,216,42,13097
Region 4,2006,22,452,134,38552
Region 5,2006,22,221,119,27292
Region 6,2006,22,299,67,11289
Region 7,2006,22,28,40,5344
Region 8,2006,22,58,39,40087
Region 9,2006,22,179,88,27923
Region 10,2006,22,57,13,2224
Region 1,2006,23,28,68,15019
Region 2,2006,23,49,36,11963
Region 3,2006,23,184,37,14788
Region 4,2006,23,401,133,39218
Region 5,2006,23,271,121,31415
Region 6,2006,23,309,66,13914
Region 7,2006,23,25,40,6439
Region 8,2006,23,527,35,45733
Region 9,2006,23,222,86,32987
Region 10,2006,23,59,13,2371
Region 1,2006,24,33,67,14327
Region 2,2006,24,90,38,12388
Region 3,2006,24,143,37,14017
Region 4,2006,24,355,127,36922
Region 5,2006,24,273,118,30969
Region 6,2006,24,201,67,13181
Region 7,2006,24,20,42,6495
Region 8,2006,24,39,21,5901
Region 9,2006,24,229,85,32957
Region 10,2006,24,47,13,2196
Region 1,2006,25,26,65,14057
Region 2,2006,25,83,37,11719
Region 3,2006,25,137,36,13623
Region 4,2006,25,308,126,36075
Region 5,2006,25,242,117,30642
Region 6,2006,25,204,70,13857
Region 7,2006,25,23,40,6374
Region 8,2006,25,48,22,6507
Region 9,2006,25,184,85,32864
Region 10,2006,25,45,12,2052
Region 1,2006,26,29,59,13151
Region 2,2006,26,33,37,10540
Region 3,2006,26,142,35,12471
Region 4,2006,26,288,113,31327
Region 5,2006,26,229,109,28065
Region 6,2006,26,216,65,13887
Region 7,2006,26,23,37,5231
Region 8,2006,26,38,22,6587
Region 9,2006,26,245,83,31385
Region 10,2006,26,28,12,2097
Region 1,2006,27,32,58,12072
Region 2,2006,27,68,34,10463
Region 3,2006,27,134,33,10721
Region 4,2006,27,248,113,27908
Region 5,2006,27,212,112,25851
Region 6,2006,27,220,62,12491
Region 7,2006,27,17,36,4784
Region 8,2006,27,51,21,6171
Region 9,2006,27,196,84,26955
Region 10,2006,27,37,12,1800
Region 1,2006,28,26,59,13583
Region 2,2006,28,67,34,11577
Region 3,2006,28,137,32,13130
Region 4,2006,28,319,117,32770
Region 5,2006,28,229,111,29384
Region 6,2006,28,198,61,13592
Region 7,2006,28,17,34,5310
Region 8,2006,28,372,35,21600
Region 9,2006,28,223,82,32390
Region 10,2006,28,29,12,1923
Region 1,2006,29,20,56,12830
Region 2,2006,29,27,31,11101
Region 3,2006,29,128,35,13463
Region 4,2006,29,313,111,32710
Region 5,2006,29,232,111,30987
Region 6,2006,29,162,60,12947
Region 7,2006,29,19,38,5751
Region 8,2006,29,460,33,21324
Region 9,2006,29,153,77,29567
Region 10,2006,29,39,12,1974
Region 1,2006,30,22,57,13155
Region 2,2006,30,26,31,10668
Region 3,2006,30,125,34,13139
Region 4,2006,30,310,114,33274
Region 5,2006,30,175,108,27799
Region 6,2006,30,197,60,15195
Region 7,2006,30,26,37,5643
Region 8,2006,30,378,33,21600
Region 9,2006,30,163,78,29973
Region 10,2006,30,33,12,2135
Region 1,2006,31,17,54,12266
Region 2,2006,31,28,28,9357
Region 3,2006,31,122,33,13248
Region 4,2006,31,241,115,31690
Region 5,2006,31,239,105,29665
Region 6,2006,31,201,60,14397
Region 7,2006,31,27,36,5545
Region 8,2006,31,394,33,16587
Region 9,2006,31,133,75,27191
Region 10,2006,31,26,12,1991
Region 1,2006,32,25,53,12383
Region 2,2006,32,33,28,9532
Region 3,2006,32,66,30,11724
Region 4,2006,32,192,111,32038
Region 5,2006,32,165,108,27793
Region 6,2006,32,227,61,14359
Region 7,2006,32,22,35,6322
Region 8,2006,32,448,33,22412
Region 9,2006,32,158,76,29323
Region 10,2006,32,37,12,2138
Region 1,2006,33,15,54,12551
Region 2,2006,33,22,30,10964
Region 3,2006,33,105,29,12407
Region 4,2006,33,185,107,33528
Region 5,2006,33,233,104,29072
Region 6,2006,33,275,62,15099
Region 7,2006,33,22,33,5797
Region 8,2006,33,410,30,21974
Region 9,2006,33,148,75,23744
Region 10,2006,33,42,12,2047
Region 1,2006,34,19,53,12573
Region 2,2006,34,22,26,9472
Region 3,2006,34,91,29,11946
Region 4,2006,34,234,111,35243
Region 5,2006,34,245,102,30740
Region 6,2006,34,246,61,15678
Region 7,2006,34,25,35,6167
Region 8,2006,34,50,19,5582
Region 9,2006,34,159,55,24362
Region 10,2006,34,47,12,2308
Region 1,2006,35,33,55,13672
Region 2,2006,35,23,27,10022
Region 3,2006,35,108,29,12161
Region 4,2006,35,220,101,33394
Region 5,2006,35,254,96,30535
Region 6,2006,35,337,60,15841
Region 7,2006,35,27,36,6078
Region 8,2006,35,52,17,5048
Region 9,2006,35,126,56,24608
Region 10,2006,35,44,11,2031
Region 1,2006,36,20,52,13325
Region 2,2006,36,19,25,9559
Region 3,2006,36,148,28,10345
Region 4,2006,36,279,101,31328
Region 5,2006,36,310,98,29109
Region 6,2006,36,330,59,14979
Region 7,2006,36,28,36,5889
Region 8,2006,36,67,19,5449
Region 9,2006,36,203,62,22304
Region 10,2006,36,59,11,2002
Region 1,2006,37,34,54,15395
Region 2,2006,37,32,25,10474
Region 3,2006,37,125,29,12878
Region 4,2006,37,277,100,34832
Region 5,2006,37,304,96,32215
Region 6,2006,37,254,57,14643
Region 7,2006,37,20,36,6740
Region 8,2006,37,51,19,5482
Region 9,2006,37,261,60,24823
Region 10,2006,37,48,11,2121
Region 1,2006,38,17,51,14047
Region 2,2006,38,42,27,11889
Region 3,2006,38,133,27,11788
Region 4,2006,38,290,97,34977
Region 5,2006,38,328,96,33933
Region 6,2006,38,246,34,12616
Region 7,2006,38,24,33,5921
Region 8,2006,38,56,19,5350
Region 9,2006,38,306,58,24930
Region 10,2006,38,45,13,2176
Region 1,2006,39,35,51,14227
Region 2,2006,39,45,28,11521
Region 3,2006,39,103,30,14248
Region 4,2006,39,242,98,34585
Region 5,2006,39,282,98,32631
Region 6,2006,39,290,34,13412
Region 7,2006,39,30,35,6437
Region 8,2006,39,82,19,5317
Region 9,2006,39,265,64,26333
Region 10,2006,39,59,12,2021
Region 1,2006,40,143,115,28185
Region 2,2006,40,117,80,23052
Region 3,2006,40,499,104,30414
Region 4,2006,40,987,300,88711
Region 5,2006,40,830,205,63099
Region 6,2006,40,342,129,27502
Region 7,2006,40,89,80,18181
Region 8,2006,40,868,74,35568
Region 9,2006,40,557,199,55212
Region 10,2006,40,81,37,5152
Region 1,2006,41,129,118,27787
Region 2,2006,41,151,89,23379
Region 3,2006,41,478,106,33060
Region 4,2006,41,1037,308,93502
Region 5,2006,41,839,213,63810
Region 6,2006,41,434,127,27395
Region 7,2006,41,86,82,20072
Region 8,2006,41,191,82,37092
Region 9,2006,41,642,200,53681
Region 10,2006,41,85,36,5142
Region 1,2006,42,186,122,31447
Region 2,2006,42,226,92,26575
Region 3,2006,42,528,109,31958
Region 4,2006,42,1123,315,98400
Region 5,2006,42,885,227,66834
Region 6,2006,42,752,149,37809
Region 7,2006,42,138,80,21334
Region 8,2006,42,189,88,39694
Region 9,2006,42,639,205,58705
Region 10,2006,42,71,38,6249
Region 1,2006,43,202,129,31952
Region 2,2006,43,220,93,27463
Region 3,2006,43,490,108,31649
Region 4,2006,43,1266,325,106965
Region 5,2006,43,913,230,67989
Region 6,2006,43,755,150,37458
Region 7,2006,43,149,84,23492
Region 8,2006,43,141,80,37239
Region 9,2006,43,651,207,63750
Region 10,2006,43,101,39,6330
Region 1,2006,44,236,128,32570
